"","pred","true_label","fold"
"124","unclassified endocrine","not applicable",1
"125","gamma","gamma",1
"126","gamma","gamma",1
"127","alpha","alpha",1
"128","beta","beta",1
"129","not applicable","not applicable",1
"130","gamma","gamma",1
"131","delta","not applicable",1
"132","unclassified endocrine","not applicable",1
"133","alpha","alpha",1
"134","alpha","alpha",1
"135","alpha","alpha",1
"136","alpha","alpha",1
"137","alpha","alpha",1
"138","not applicable","not applicable",1
"139","unclassified endocrine","not applicable",1
"140","acinar","acinar",1
"141","alpha","alpha",1
"142","alpha","alpha",1
"143","alpha","alpha",1
"144","not applicable","not applicable",1
"145","delta","delta",1
"146","gamma","gamma",1
"147","alpha","alpha",1
"148","not applicable","not applicable",1
"149","alpha","alpha",1
"150","not applicable","not applicable",1
"151","unclassified endocrine","not applicable",1
"152","alpha","alpha",1
"153","alpha","alpha",1
"154","gamma","gamma",1
"155","alpha","alpha",1
"156","beta","beta",1
"157","unclassified endocrine","not applicable",1
"158","alpha","alpha",1
"159","alpha","alpha",1
"160","alpha","alpha",1
"161","alpha","not applicable",1
"162","not applicable","not applicable",1
"163","alpha","alpha",1
"164","alpha","alpha",1
"165","alpha","alpha",1
"166","not applicable","unclassified endocrine",1
"167","alpha","alpha",1
"168","gamma","gamma",1
"169","alpha","alpha",1
"170","alpha","alpha",1
"171","unclassified endocrine","not applicable",1
"172","not applicable","not applicable",1
"173","beta","beta",1
"174","gamma","gamma",1
"175","alpha","alpha",1
"176","unclassified endocrine","not applicable",1
"177","alpha","alpha",1
"178","alpha","alpha",1
"179","PSC","PSC",1
"180","not applicable","not applicable",1
"181","delta","delta",1
"182","unclassified endocrine","not applicable",1
"183","unclassified endocrine","not applicable",1
"184","unclassified endocrine","not applicable",1
"185","alpha","alpha",1
"186","alpha","alpha",1
"187","unclassified endocrine","not applicable",1
"188","alpha","alpha",1
"189","gamma","gamma",1
"190","co-expression","co-expression",1
"191","unclassified endocrine","not applicable",1
"192","not applicable","not applicable",1
"193","alpha","alpha",1
"194","delta","delta",1
"195","acinar","acinar",1
"196","alpha","alpha",1
"197","alpha","not applicable",1
"198","beta","beta",1
"199","alpha","alpha",1
"200","beta","beta",1
"201","alpha","alpha",1
"202","unclassified endocrine","not applicable",1
"203","gamma","gamma",1
"204","unclassified endocrine","not applicable",1
"205","PSC","PSC",1
"206","gamma","gamma",1
"207","not applicable","not applicable",1
"208","beta","beta",1
"209","delta","delta",1
"210","beta","beta",1
"211","not applicable","not applicable",1
"212","not applicable","not applicable",1
"213","not applicable","not applicable",1
"214","unclassified endocrine","not applicable",1
"215","PSC","PSC",1
"216","alpha","alpha",1
"217","gamma","not applicable",1
"218","alpha","alpha",1
"219","not applicable","not applicable",1
"220","gamma","gamma",1
"221","alpha","alpha",1
"222","alpha","alpha",1
"223","gamma","gamma",1
"224","unclassified endocrine","not applicable",1
"225","alpha","alpha",1
"226","unclassified endocrine","not applicable",1
"227","gamma","gamma",1
"228","alpha","alpha",1
"229","alpha","alpha",1
"230","beta","beta",1
"231","not applicable","not applicable",1
"232","not applicable","not applicable",1
"233","unclassified endocrine","not applicable",1
"234","not applicable","not applicable",1
"235","PSC","PSC",1
"236","ductal","ductal",1
"237","gamma","gamma",1
"238","acinar","acinar",1
"239","acinar","acinar",1
"240","not applicable","not applicable",1
"241","not applicable","not applicable",1
"242","ductal","ductal",1
"243","not applicable","unclassified endocrine",1
"244","beta","beta",1
"245","ductal","ductal",1
"246","ductal","not applicable",1
"247","gamma","not applicable",1
"248","ductal","ductal",1
"249","acinar","not applicable",1
"250","delta","delta",1
"251","acinar","acinar",1
"252","gamma","not applicable",1
"253","not applicable","unclassified endocrine",1
"254","not applicable","not applicable",1
"255","not applicable","not applicable",1
"256","alpha","alpha",1
"257","gamma","not applicable",1
"258","ductal","ductal",1
"259","beta","beta",1
"260","alpha","alpha",1
"261","ductal","ductal",1
"262","ductal","ductal",1
"263","ductal","ductal",1
"264","alpha","alpha",1
"265","beta","beta",1
"266","acinar","acinar",1
"267","alpha","alpha",1
"268","acinar","acinar",1
"269","gamma","gamma",1
"270","acinar","acinar",1
"271","not applicable","not applicable",1
"272","unclassified endocrine","not applicable",1
"273","acinar","acinar",1
"274","not applicable","not applicable",1
"275","not applicable","not applicable",1
"276","acinar","acinar",1
"277","ductal","ductal",1
"278","not applicable","unclassified endocrine",1
"279","ductal","ductal",1
"280","acinar","acinar",1
"281","not applicable","not applicable",1
"282","ductal","ductal",1
"283","not applicable","gamma",1
"284","acinar","acinar",1
"285","not applicable","alpha",1
"286","acinar","not applicable",1
"287","not applicable","not applicable",1
"288","not applicable","not applicable",1
"289","ductal","ductal",1
"290","unclassified endocrine","not applicable",1
"291","gamma","not applicable",1
"292","beta","not applicable",1
"293","acinar","not applicable",1
"294","beta","beta",1
"295","not applicable","not applicable",1
"296","acinar","not applicable",1
"297","acinar","acinar",1
"298","acinar","acinar",1
"299","beta","beta",1
"300","not applicable","not applicable",1
"301","ductal","not applicable",1
"302","ductal","ductal",1
"303","gamma","not applicable",1
"304","acinar","acinar",1
"305","acinar","acinar",1
"306","ductal","ductal",1
"307","ductal","ductal",1
"308","acinar","acinar",1
"309","co-expression","beta",1
"310","not applicable","not applicable",1
"311","ductal","not applicable",1
"312","ductal","ductal",1
"313","not applicable","not applicable",1
"314","not applicable","not applicable",1
"315","alpha","not applicable",1
"316","alpha","not applicable",1
"317","unclassified endocrine","not applicable",1
"318","delta","not applicable",1
"319","beta","beta",1
"320","alpha","not applicable",1
"321","alpha","alpha",1
"322","alpha","alpha",1
"323","alpha","alpha",1
"324","alpha","not applicable",1
"325","alpha","not applicable",1
"326","alpha","not applicable",1
"327","beta","not applicable",1
"328","alpha","alpha",1
"329","not applicable","not applicable",1
"330","alpha","alpha",1
"331","beta","beta",1
"332","alpha","not applicable",1
"333","unclassified endocrine","not applicable",1
"334","alpha","not applicable",1
"335","alpha","alpha",1
"336","co-expression","delta",1
"337","beta","beta",1
"338","alpha","not applicable",1
"339","alpha","alpha",1
"340","alpha","alpha",1
"341","alpha","alpha",1
"342","alpha","alpha",1
"343","alpha","alpha",1
"344","gamma","not applicable",1
"345","ductal","ductal",1
"346","alpha","alpha",1
"347","alpha","not applicable",1
"348","alpha","not applicable",1
"349","alpha","not applicable",1
"350","alpha","alpha",1
"351","alpha","not applicable",1
"352","alpha","not applicable",1
"353","alpha","alpha",1
"354","alpha","not applicable",1
"355","co-expression","co-expression",1
"356","beta","beta",1
"357","alpha","not applicable",1
"358","beta","beta",1
"359","alpha","alpha",1
"360","alpha","alpha",1
"361","alpha","not applicable",1
"362","alpha","alpha",1
"363","alpha","alpha",1
"364","alpha","not applicable",1
"365","alpha","alpha",1
"366","not applicable","not applicable",1
"367","alpha","alpha",1
"368","alpha","alpha",1
"369","PSC","not applicable",1
"370","ductal","ductal",1
"371","PSC","PSC",1
"372","alpha","alpha",1
"373","not applicable","not applicable",1
"374","alpha","not applicable",1
"375","alpha","not applicable",1
"376","alpha","not applicable",1
"377","acinar","acinar",1
"378","alpha","alpha",1
"379","unclassified endocrine","not applicable",1
"380","alpha","alpha",1
"381","alpha","alpha",1
"382","alpha","alpha",1
"383","PSC","not applicable",1
"384","alpha","alpha",1
"385","not applicable","not applicable",1
"386","alpha","not applicable",1
"387","alpha","not applicable",1
"388","alpha","not applicable",1
"389","alpha","not applicable",1
"390","beta","beta",1
"391","alpha","not applicable",1
"392","alpha","alpha",1
"393","unclassified endocrine","not applicable",1
"394","alpha","not applicable",1
"395","delta","delta",1
"396","alpha","not applicable",1
"397","delta","not applicable",1
"398","beta","beta",1
"399","not applicable","not applicable",1
"400","alpha","alpha",1
"401","alpha","alpha",1
"402","not applicable","not applicable",1
"403","alpha","alpha",1
"404","alpha","alpha",1
"405","alpha","alpha",1
"406","alpha","alpha",1
"407","not applicable","not applicable",1
"408","alpha","not applicable",1
"409","ductal","ductal",1
"410","not applicable","not applicable",1
"411","alpha","alpha",1
"412","alpha","alpha",1
"413","not applicable","not applicable",1
"414","alpha","not applicable",1
"415","alpha","alpha",1
"416","ductal","not applicable",1
"417","alpha","alpha",1
"418","PSC","PSC",1
"419","beta","beta",1
"420","ductal","ductal",1
"421","ductal","not applicable",1
"422","not applicable","not applicable",1
"423","alpha","alpha",1
"424","not applicable","not applicable",1
"425","MHC class II","MHC class II",1
"426","alpha","alpha",1
"427","alpha","alpha",1
"428","not applicable","not applicable",1
"429","alpha","alpha",1
"430","alpha","alpha",1
"431","alpha","alpha",1
"432","ductal","ductal",1
"433","ductal","ductal",1
"434","ductal","ductal",1
"435","alpha","alpha",1
"436","acinar","acinar",1
"437","not applicable","unclassified endocrine",1
"438","acinar","acinar",1
"439","acinar","acinar",1
"440","acinar","acinar",1
"441","alpha","alpha",1
"442","not applicable","unclassified endocrine",1
"443","ductal","not applicable",1
"444","co-expression","co-expression",1
"445","alpha","alpha",1
"446","alpha","alpha",1
"447","not applicable","not applicable",1
"448","ductal","not applicable",1
"449","ductal","ductal",1
"450","ductal","ductal",1
"451","delta","delta",1
"452","ductal","ductal",1
"453","alpha","alpha",1
"454","ductal","ductal",1
"455","ductal","not applicable",1
"456","PSC","PSC",1
"457","ductal","ductal",1
"458","alpha","alpha",1
"459","alpha","alpha",1
"460","alpha","alpha",1
"461","alpha","alpha",1
"462","ductal","ductal",1
"463","acinar","acinar",1
"464","not applicable","not applicable",1
"465","alpha","alpha",1
"466","ductal","ductal",1
"467","alpha","alpha",1
"468","co-expression","beta",1
"469","ductal","ductal",1
"470","not applicable","not applicable",1
"471","acinar","acinar",1
"472","acinar","acinar",1
"473","ductal","ductal",1
"474","acinar","acinar",1
"475","alpha","alpha",1
"476","not applicable","not applicable",1
"477","not applicable","not applicable",1
"478","ductal","ductal",1
"479","beta","beta",1
"480","alpha","not applicable",1
"481","not applicable","not applicable",1
"482","not applicable","not applicable",1
"483","not applicable","not applicable",1
"484","gamma","gamma",1
"485","not applicable","not applicable",1
"486","not applicable","not applicable",1
"487","not applicable","not applicable",1
"488","PSC","PSC",1
"489","not applicable","not applicable",1
"490","not applicable","not applicable",1
"491","ductal","not applicable",1
"492","not applicable","not applicable",1
"493","not applicable","not applicable",1
"494","unclassified endocrine","not applicable",1
"495","unclassified endocrine","not applicable",1
"496","unclassified endocrine","not applicable",1
"497","not applicable","not applicable",1
"498","unclassified endocrine","not applicable",1
"499","PSC","not applicable",1
"500","unclassified endocrine","not applicable",1
"501","unclassified endocrine","not applicable",1
"502","ductal","not applicable",1
"503","not applicable","not applicable",1
"504","beta","not applicable",1
"505","unclassified endocrine","not applicable",1
"506","not applicable","not applicable",1
"507","not applicable","not applicable",1
"508","endothelial","endothelial",1
"509","not applicable","not applicable",1
"510","alpha","not applicable",1
"511","beta","not applicable",1
"512","not applicable","not applicable",1
"513","alpha","not applicable",1
"514","not applicable","not applicable",1
"515","alpha","not applicable",1
"516","endothelial","not applicable",1
"517","not applicable","not applicable",1
"518","endothelial","endothelial",1
"519","alpha","not applicable",1
"520","alpha","not applicable",1
"521","alpha","alpha",1
"522","alpha","alpha",1
"523","PSC","not applicable",1
"524","alpha","alpha",1
"525","delta","delta",1
"526","not applicable","not applicable",1
"527","delta","not applicable",1
"528","ductal","ductal",1
"529","not applicable","not applicable",1
"530","ductal","ductal",1
"531","alpha","not applicable",1
"532","alpha","not applicable",1
"533","endothelial","not applicable",1
"534","beta","beta",1
"535","not applicable","not applicable",1
"536","beta","beta",1
"537","delta","delta",1
"538","not applicable","not applicable",1
"539","alpha","not applicable",1
"540","alpha","alpha",1
"541","ductal","not applicable",1
"542","not applicable","not applicable",1
"543","ductal","not applicable",1
"544","unclassified endocrine","not applicable",1
"545","unclassified endocrine","not applicable",1
"546","not applicable","not applicable",1
"547","unclassified endocrine","not applicable",1
"548","beta","beta",1
"549","not applicable","not applicable",1
"550","unclassified endocrine","not applicable",1
"551","alpha","not applicable",1
"552","ductal","not applicable",1
"553","alpha","not applicable",1
"554","delta","not applicable",1
"555","delta","delta",1
"556","alpha","alpha",1
"557","co-expression","co-expression",1
"558","not applicable","not applicable",1
"559","ductal","ductal",1
"560","alpha","alpha",1
"561","not applicable","not applicable",1
"562","alpha","alpha",1
"563","ductal","not applicable",1
"564","beta","co-expression",1
"565","ductal","ductal",1
"566","ductal","not applicable",1
"567","beta","not applicable",1
"568","not applicable","not applicable",1
"569","ductal","not applicable",1
"570","alpha","not applicable",1
"571","ductal","ductal",1
"572","not applicable","not applicable",1
"573","alpha","alpha",1
"574","not applicable","not applicable",1
"575","alpha","alpha",1
"576","ductal","ductal",1
"577","ductal","ductal",1
"578","alpha","alpha",1
"579","ductal","ductal",1
"580","acinar","acinar",1
"581","gamma","gamma",1
"582","ductal","ductal",1
"583","ductal","ductal",1
"584","acinar","acinar",1
"585","gamma","gamma",1
"586","PSC","PSC",1
"587","alpha","alpha",1
"588","ductal","ductal",1
"589","beta","beta",1
"590","beta","beta",1
"591","acinar","acinar",1
"592","PSC","PSC",1
"593","ductal","ductal",1
"594","alpha","alpha",1
"595","alpha","alpha",1
"596","not applicable","not applicable",1
"597","ductal","ductal",1
"598","ductal","ductal",1
"599","ductal","ductal",1
"600","alpha","alpha",1
"601","ductal","ductal",1
"602","not applicable","not applicable",1
"603","alpha","alpha",1
"604","ductal","ductal",1
"605","ductal","ductal",1
"606","alpha","alpha",1
"607","ductal","ductal",1
"608","ductal","ductal",1
"609","beta","beta",1
"610","alpha","alpha",1
"611","ductal","ductal",1
"612","not applicable","not applicable",1
"613","ductal","ductal",1
"614","ductal","ductal",1
"615","ductal","ductal",1
"616","co-expression","beta",1
"617","ductal","ductal",1
"618","not applicable","not applicable",1
"619","acinar","not applicable",1
"620","alpha","alpha",1
"621","ductal","ductal",1
"622","alpha","alpha",1
"623","not applicable","not applicable",1
"624","ductal","ductal",1
"625","unclassified endocrine","not applicable",1
"626","alpha","alpha",1
"627","ductal","ductal",1
"628","ductal","ductal",1
"629","alpha","alpha",1
"630","ductal","not applicable",1
"631","alpha","alpha",1
"632","ductal","not applicable",1
"633","alpha","alpha",1
"634","ductal","ductal",1
"635","endothelial","endothelial",1
"636","ductal","ductal",1
"637","alpha","alpha",1
"638","ductal","ductal",1
"639","alpha","alpha",1
"640","delta","delta",1
"641","delta","delta",1
"642","beta","not applicable",1
"643","beta","beta",1
"644","acinar","acinar",1
"645","alpha","alpha",1
"646","not applicable","not applicable",1
"647","unclassified endocrine","not applicable",1
"648","not applicable","not applicable",1
"649","delta","delta",1
"650","ductal","ductal",1
"651","ductal","ductal",1
"652","acinar","acinar",1
"653","alpha","alpha",1
"654","acinar","acinar",1
"655","alpha","alpha",1
"656","beta","beta",1
"657","alpha","alpha",1
"658","not applicable","not applicable",1
"659","not applicable","not applicable",1
"660","beta","beta",1
"661","delta","delta",1
"662","alpha","alpha",1
"663","not applicable","not applicable",1
"664","alpha","alpha",1
"665","gamma","gamma",1
"666","beta","beta",1
"667","not applicable","not applicable",1
"668","unclassified endocrine","not applicable",1
"669","beta","beta",1
"670","not applicable","not applicable",1
"671","beta","beta",1
"672","beta","beta",1
"673","gamma","gamma",1
"674","gamma","gamma",1
"675","alpha","alpha",1
"676","not applicable","not applicable",1
"677","alpha","alpha",1
"678","gamma","gamma",1
"679","beta","beta",1
"680","alpha","alpha",1
"681","unclassified endocrine","not applicable",1
"682","ductal","ductal",1
"683","delta","delta",1
"684","delta","delta",1
"685","alpha","alpha",1
"686","not applicable","not applicable",1
"687","beta","beta",1
"688","co-expression","beta",1
"689","unclassified endocrine","not applicable",1
"690","alpha","alpha",1
"691","epsilon","epsilon",1
"692","gamma","gamma",1
"693","beta","beta",1
"694","alpha","alpha",1
"695","gamma","gamma",1
"696","not applicable","not applicable",1
"697","acinar","acinar",1
"698","alpha","alpha",1
"699","unclassified endocrine","not applicable",1
"700","alpha","alpha",1
"701","alpha","alpha",1
"702","unclassified endocrine","not applicable",1
"703","alpha","alpha",1
"704","gamma","gamma",2
"705","not applicable","not applicable",2
"706","acinar","acinar",2
"707","delta","delta",2
"708","acinar","acinar",2
"709","alpha","alpha",2
"710","beta","beta",2
"711","alpha","alpha",2
"712","gamma","gamma",2
"713","beta","beta",2
"714","alpha","alpha",2
"715","alpha","alpha",2
"716","alpha","alpha",2
"717","alpha","alpha",2
"718","beta","beta",2
"719","not applicable","not applicable",2
"720","unclassified endocrine","unclassified endocrine",2
"721","unclassified endocrine","not applicable",2
"722","beta","beta",2
"723","gamma","gamma",2
"724","beta","beta",2
"725","acinar","acinar",2
"726","alpha","alpha",2
"727","not applicable","not applicable",2
"728","unclassified endocrine","unclassified endocrine",2
"729","acinar","acinar",2
"730","not applicable","unclassified endocrine",2
"731","not applicable","not applicable",2
"732","beta","beta",2
"733","gamma","gamma",2
"734","unclassified endocrine","not applicable",2
"735","unclassified endocrine","not applicable",2
"736","alpha","alpha",2
"737","unclassified endocrine","not applicable",2
"738","unclassified endocrine","not applicable",2
"739","gamma","not applicable",2
"740","delta","delta",2
"741","beta","beta",2
"742","acinar","not applicable",2
"743","alpha","alpha",2
"744","alpha","alpha",2
"745","beta","beta",2
"746","beta","beta",2
"747","not applicable","not applicable",2
"748","epsilon","epsilon",2
"749","co-expression","alpha",2
"750","alpha","alpha",2
"751","delta","delta",2
"752","alpha","alpha",2
"753","unclassified endocrine","not applicable",2
"754","beta","beta",2
"755","delta","delta",2
"756","beta","beta",2
"757","alpha","alpha",2
"758","not applicable","not applicable",2
"759","alpha","alpha",2
"760","ductal","ductal",2
"761","unclassified endocrine","not applicable",2
"762","not applicable","not applicable",2
"763","endothelial","endothelial",2
"764","alpha","alpha",2
"765","delta","delta",2
"766","beta","not applicable",2
"767","alpha","alpha",2
"768","alpha","alpha",2
"769","beta","beta",2
"770","alpha","alpha",2
"771","alpha","alpha",2
"772","alpha","alpha",2
"773","alpha","alpha",2
"774","acinar","acinar",2
"775","not applicable","unclassified endocrine",2
"776","alpha","alpha",2
"777","not applicable","unclassified endocrine",2
"778","alpha","alpha",2
"779","alpha","alpha",2
"780","beta","beta",2
"781","alpha","alpha",2
"782","unclassified endocrine","not applicable",2
"783","alpha","alpha",2
"784","alpha","alpha",2
"785","mast","mast",2
"786","alpha","not applicable",2
"787","alpha","alpha",2
"788","alpha","alpha",2
"789","acinar","acinar",2
"790","not applicable","not applicable",2
"791","alpha","alpha",2
"792","not applicable","not applicable",2
"793","alpha","alpha",2
"794","delta","delta",2
"795","beta","beta",2
"796","gamma","gamma",2
"797","acinar","acinar",2
"798","unclassified endocrine","not applicable",2
"799","alpha","alpha",2
"800","alpha","alpha",2
"801","unclassified endocrine","not applicable",2
"802","gamma","gamma",2
"803","unclassified endocrine","not applicable",2
"804","unclassified endocrine","not applicable",2
"805","gamma","gamma",2
"806","gamma","gamma",2
"807","alpha","alpha",2
"808","delta","delta",2
"809","unclassified endocrine","not applicable",2
"810","alpha","alpha",2
"811","gamma","gamma",2
"812","delta","not applicable",2
"813","unclassified endocrine","not applicable",2
"814","unclassified endocrine","not applicable",2
"815","ductal","ductal",2
"816","acinar","acinar",2
"817","unclassified endocrine","not applicable",2
"818","gamma","gamma",2
"819","alpha","alpha",2
"820","alpha","alpha",2
"821","gamma","not applicable",2
"822","beta","beta",2
"823","not applicable","not applicable",2
"824","gamma","gamma",2
"825","beta","beta",2
"826","gamma","gamma",2
"827","gamma","gamma",2
"828","gamma","gamma",2
"829","gamma","gamma",2
"830","alpha","alpha",2
"831","not applicable","not applicable",2
"832","unclassified endocrine","not applicable",2
"833","alpha","alpha",2
"834","gamma","gamma",2
"835","alpha","alpha",2
"836","gamma","gamma",2
"837","gamma","gamma",2
"838","gamma","gamma",2
"839","not applicable","not applicable",2
"840","not applicable","not applicable",2
"841","alpha","alpha",2
"842","alpha","alpha",2
"843","beta","beta",2
"844","gamma","not applicable",2
"845","alpha","alpha",2
"846","alpha","alpha",2
"847","alpha","alpha",2
"848","unclassified endocrine","not applicable",2
"849","not applicable","not applicable",2
"850","unclassified endocrine","not applicable",2
"851","alpha","alpha",2
"852","unclassified endocrine","not applicable",2
"853","delta","not applicable",2
"854","alpha","alpha",2
"855","alpha","alpha",2
"856","unclassified endocrine","not applicable",2
"857","gamma","gamma",2
"858","gamma","gamma",2
"859","not applicable","not applicable",2
"860","alpha","not applicable",2
"861","unclassified endocrine","not applicable",2
"862","gamma","gamma",2
"863","alpha","alpha",2
"864","alpha","alpha",2
"865","alpha","alpha",2
"866","not applicable","not applicable",2
"867","unclassified endocrine","not applicable",2
"868","unclassified endocrine","not applicable",2
"869","not applicable","not applicable",2
"870","alpha","alpha",2
"871","alpha","not applicable",2
"872","alpha","alpha",2
"873","delta","delta",2
"874","not applicable","not applicable",2
"875","alpha","alpha",2
"876","ductal","ductal",2
"877","alpha","not applicable",2
"878","gamma","gamma",2
"879","gamma","gamma",2
"880","unclassified endocrine","not applicable",2
"881","unclassified endocrine","not applicable",2
"882","not applicable","not applicable",2
"883","unclassified endocrine","not applicable",2
"884","not applicable","not applicable",2
"885","unclassified endocrine","not applicable",2
"886","not applicable","not applicable",2
"887","not applicable","not applicable",2
"888","acinar","acinar",2
"889","alpha","alpha",2
"890","not applicable","not applicable",2
"891","delta","delta",2
"892","not applicable","not applicable",2
"893","alpha","alpha",2
"894","alpha","alpha",2
"895","unclassified endocrine","not applicable",2
"896","unclassified endocrine","not applicable",2
"897","ductal","ductal",2
"898","not applicable","not applicable",2
"899","not applicable","not applicable",2
"900","PSC","PSC",2
"901","gamma","gamma",2
"902","unclassified endocrine","not applicable",2
"903","alpha","alpha",2
"904","alpha","alpha",2
"905","alpha","alpha",2
"906","beta","co-expression",2
"907","not applicable","not applicable",2
"908","beta","beta",2
"909","alpha","alpha",2
"910","alpha","alpha",2
"911","alpha","alpha",2
"912","beta","beta",2
"913","unclassified endocrine","not applicable",2
"914","alpha","alpha",2
"915","alpha","alpha",2
"916","alpha","alpha",2
"917","gamma","gamma",2
"918","unclassified endocrine","not applicable",2
"919","beta","beta",2
"920","gamma","gamma",2
"921","alpha","alpha",2
"922","unclassified endocrine","not applicable",2
"923","not applicable","not applicable",2
"924","ductal","ductal",2
"925","not applicable","not applicable",2
"926","endothelial","endothelial",2
"927","alpha","alpha",2
"928","co-expression","co-expression",2
"929","not applicable","not applicable",2
"930","alpha","alpha",2
"931","ductal","not applicable",2
"932","co-expression","co-expression",2
"933","not applicable","not applicable",2
"934","alpha","not applicable",2
"935","alpha","alpha",2
"936","beta","beta",2
"937","not applicable","not applicable",2
"938","unclassified endocrine","not applicable",2
"939","not applicable","not applicable",2
"940","ductal","ductal",2
"941","not applicable","not applicable",2
"942","not applicable","not applicable",2
"943","not applicable","not applicable",2
"944","gamma","gamma",2
"945","unclassified endocrine","not applicable",2
"946","unclassified endocrine","not applicable",2
"947","PSC","PSC",2
"948","not applicable","not applicable",2
"949","alpha","not applicable",2
"950","not applicable","not applicable",2
"951","ductal","ductal",2
"952","alpha","alpha",2
"953","delta","delta",2
"954","alpha","alpha",2
"955","not applicable","not applicable",2
"956","unclassified endocrine","not applicable",2
"957","alpha","alpha",2
"958","not applicable","not applicable",2
"959","not applicable","not applicable",2
"960","not applicable","not applicable",2
"961","not applicable","not applicable",2
"962","alpha","alpha",2
"963","delta","unclassified endocrine",2
"964","not applicable","not applicable",2
"965","not applicable","not applicable",2
"966","not applicable","not applicable",2
"967","ductal","ductal",2
"968","not applicable","not applicable",2
"969","ductal","ductal",2
"970","co-expression","co-expression",2
"971","unclassified endocrine","not applicable",2
"972","acinar","acinar",2
"973","unclassified endocrine","not applicable",2
"974","acinar","acinar",2
"975","beta","beta",2
"976","ductal","not applicable",2
"977","not applicable","not applicable",2
"978","acinar","not applicable",2
"979","alpha","not applicable",2
"980","beta","beta",2
"981","ductal","ductal",2
"982","acinar","acinar",2
"983","co-expression","co-expression",2
"984","not applicable","not applicable",2
"985","acinar","acinar",2
"986","ductal","ductal",2
"987","ductal","ductal",2
"988","alpha","alpha",2
"989","ductal","not applicable",2
"990","ductal","ductal",2
"991","not applicable","not applicable",2
"992","gamma","gamma",2
"993","unclassified endocrine","not applicable",2
"994","alpha","alpha",2
"995","not applicable","not applicable",2
"996","acinar","not applicable",2
"997","acinar","acinar",2
"998","acinar","acinar",2
"999","beta","beta",2
"1000","ductal","ductal",2
"1001","acinar","acinar",2
