"","pred","true_label","fold"
"HP1506401_E7","not applicable","not applicable",1
"HP1506401_F1","not applicable","not applicable",1
"HP1506401_F13","alpha","alpha",1
"HP1506401_F14","gamma","not applicable",1
"HP1506401_F21","ductal","ductal",1
"HP1506401_F8","beta","beta",1
"HP1506401_G1","alpha","alpha",1
"HP1506401_G18","ductal","ductal",1
"HP1506401_G19","ductal","ductal",1
"HP1506401_G2","ductal","ductal",1
"HP1506401_G24","alpha","alpha",1
"HP1506401_G9","beta","beta",1
"HP1506401_H1","acinar","acinar",1
"HP1506401_H14","alpha","alpha",1
"HP1506401_I10","acinar","acinar",1
"HP1506401_I14","gamma","gamma",1
"HP1506401_I18","acinar","acinar",1
"HP1506401_I20","not applicable","not applicable",1
"HP1506401_I5","not applicable","not applicable",1
"HP1506401_I6","acinar","acinar",1
"HP1506401_I7","not applicable","not applicable",1
"HP1506401_K11","not applicable","not applicable",1
"HP1506401_K15","acinar","acinar",1
"HP1506401_K17","ductal","ductal",1
"HP1506401_K18","not applicable","unclassified endocrine",1
"HP1506401_K19","ductal","ductal",1
"HP1506401_K2","acinar","acinar",1
"HP1506401_K24","not applicable","not applicable",1
"HP1506401_L10","ductal","ductal",1
"HP1506401_L17","gamma","gamma",1
"HP1506401_L19","acinar","acinar",1
"HP1506401_L23","alpha","alpha",1
"HP1506401_M13","not applicable","not applicable",1
"HP1506401_M15","not applicable","not applicable",1
"HP1506401_M20","not applicable","not applicable",1
"HP1506401_M21","ductal","ductal",1
"HP1506401_M22","not applicable","not applicable",1
"HP1506401_M24","gamma","not applicable",1
"HP1506401_M5","beta","not applicable",1
"HP1506401_M7","not applicable","not applicable",1
"HP1506401_N11","beta","beta",1
"HP1506401_N13","not applicable","not applicable",1
"HP1506401_N18","not applicable","not applicable",1
"HP1506401_N22","acinar","acinar",1
"HP1506401_N5","acinar","acinar",1
"HP1506401_O11","beta","beta",1
"HP1506401_O15","not applicable","not applicable",1
"HP1506401_O17","not applicable","not applicable",1
"HP1506401_O2","ductal","ductal",1
"HP1506401_O20","not applicable","not applicable",1
"HP1506401_O21","acinar","acinar",1
"HP1506401_O24","acinar","acinar",1
"HP1506401_O8","ductal","ductal",1
"HP1506401_P1","ductal","ductal",1
"HP1506401_P10","acinar","acinar",1
"HP1506401_P14","beta","beta",1
"HP1506401_P16","not applicable","not applicable",1
"HP1506401_P18","ductal","not applicable",1
"HP1506401_P4","ductal","ductal",1
"HP1506401_P6","not applicable","not applicable",1
"HP1507101_A15","not applicable","not applicable",1
"HP1507101_A16","alpha","not applicable",1
"HP1507101_A18","alpha","not applicable",1
"HP1507101_A24","not applicable","not applicable",1
"HP1507101_A3","delta","not applicable",1
"HP1507101_A6","beta","beta",1
"HP1507101_B11","alpha","not applicable",1
"HP1507101_B13","alpha","alpha",1
"HP1507101_B7","alpha","alpha",1
"HP1507101_C14","alpha","alpha",1
"HP1507101_C16","not applicable","not applicable",1
"HP1507101_C23","not applicable","not applicable",1
"HP1507101_C6","alpha","not applicable",1
"HP1507101_C9","beta","not applicable",1
"HP1507101_D12","alpha","alpha",1
"HP1507101_D13","not applicable","not applicable",1
"HP1507101_D18","alpha","alpha",1
"HP1507101_D23","beta","beta",1
"HP1507101_D7","alpha","not applicable",1
"HP1507101_E1","not applicable","not applicable",1
"HP1507101_E13","not applicable","not applicable",1
"HP1507101_E8","alpha","alpha",1
"HP1507101_F12","delta","delta",1
"HP1507101_F14","beta","beta",1
"HP1507101_F17","not applicable","not applicable",1
"HP1507101_F19","alpha","alpha",1
"HP1507101_F2","alpha","alpha",1
"HP1507101_F22","alpha","alpha",1
"HP1507101_F3","alpha","alpha",1
"HP1507101_F5","alpha","alpha",1
"HP1507101_F9","gamma","not applicable",1
"HP1507101_G10","ductal","ductal",1
"HP1507101_G15","alpha","alpha",1
"HP1507101_G17","not applicable","not applicable",1
"HP1507101_G19","not applicable","not applicable",1
"HP1507101_G20","alpha","not applicable",1
"HP1507101_G22","alpha","alpha",1
"HP1507101_G3","alpha","not applicable",1
"HP1507101_G5","not applicable","not applicable",1
"HP1507101_G8","alpha","alpha",1
"HP1507101_G9","alpha","not applicable",1
"HP1507101_H10","co-expression","co-expression",1
"HP1507101_H17","beta","beta",1
"HP1507101_H18","not applicable","not applicable",1
"HP1507101_H4","beta","beta",1
"HP1507101_H6","alpha","alpha",1
"HP1507101_H9","alpha","alpha",1
"HP1507101_I10","alpha","not applicable",1
"HP1507101_I17","alpha","alpha",1
"HP1507101_I19","alpha","alpha",1
"HP1507101_I23","alpha","not applicable",1
"HP1507101_I5","alpha","alpha",1
"HP1507101_J10","not applicable","not applicable",1
"HP1507101_J22","alpha","alpha",1
"HP1507101_J3","alpha","alpha",1
"HP1507101_K10","PSC","not applicable",1
"HP1507101_K16","ductal","ductal",1
"HP1507101_K20","PSC","PSC",1
"HP1507101_K4","alpha","alpha",1
"HP1507101_K9","not applicable","not applicable",1
"HP1507101_L10","alpha","not applicable",1
"HP1507101_L13","alpha","not applicable",1
"HP1507101_L15","not applicable","not applicable",1
"HP1507101_L17","acinar","acinar",1
"HP1507101_L19","alpha","alpha",1
"HP1507101_L20","not applicable","not applicable",1
"HP1507101_L3","alpha","alpha",1
"HP1507101_L5","alpha","alpha",1
"HP1507101_L7","alpha","alpha",1
"HP1507101_M10","PSC","not applicable",1
"HP1507101_M12","alpha","alpha",1
"HP1507101_M23","not applicable","not applicable",1
"HP1507101_N12","alpha","not applicable",1
"HP1507101_N15","alpha","not applicable",1
"HP1507101_N22","alpha","not applicable",1
"HP1507101_N24","not applicable","not applicable",1
"HP1507101_N5","beta","beta",1
"HP1507101_O10","alpha","not applicable",1
"HP1507101_O11","alpha","alpha",1
"HP1507101_O15","not applicable","not applicable",1
"HP1507101_O17","alpha","not applicable",1
"HP1507101_O23","delta","delta",1
"HP1507101_P18","alpha","not applicable",1
"HP1507101_P19","delta","not applicable",1
"HP1507101_P2","beta","beta",1
"HP1507101_P22","not applicable","not applicable",1
"HP1507101_P3","alpha","alpha",1
"HP1507101_P4","alpha","alpha",1
"HP1507101_P7","not applicable","not applicable",1
"HP1508501T2D_A13","alpha","alpha",1
"HP1508501T2D_A14","alpha","alpha",1
"HP1508501T2D_A15","alpha","alpha",1
"HP1508501T2D_A16","alpha","alpha",1
"HP1508501T2D_A18","not applicable","not applicable",1
"HP1508501T2D_A24","alpha","not applicable",1
"HP1508501T2D_A7","ductal","ductal",1
"HP1508501T2D_B1","not applicable","not applicable",1
"HP1508501T2D_B11","alpha","alpha",1
"HP1508501T2D_B12","alpha","alpha",1
"HP1508501T2D_B2","not applicable","not applicable",1
"HP1508501T2D_B22","alpha","not applicable",1
"HP1508501T2D_B23","alpha","alpha",1
"HP1508501T2D_B24","not applicable","not applicable",1
"HP1508501T2D_B5","alpha","alpha",1
"HP1508501T2D_C12","PSC","PSC",1
"HP1508501T2D_C14","beta","beta",1
"HP1508501T2D_C2","ductal","ductal",1
"HP1508501T2D_C21","ductal","not applicable",1
"HP1508501T2D_C22","not applicable","not applicable",1
"HP1508501T2D_C23","alpha","alpha",1
"HP1508501T2D_C3","not applicable","not applicable",1
"HP1508501T2D_C9","MHC class II","MHC class II",1
"HP1508501T2D_D13","alpha","alpha",1
"HP1508501T2D_D17","alpha","alpha",1
"HP1508501T2D_D4","not applicable","not applicable",1
"HP1508501T2D_D6","alpha","alpha",1
"HP1508501T2D_D8","alpha","alpha",1
"HP1508501T2D_E14","alpha","alpha",1
"HP1508501T2D_E7","ductal","ductal",1
"HP1508501T2D_F12","ductal","ductal",1
"HP1508501T2D_F8","ductal","ductal",1
"HP1508501T2D_G10","alpha","alpha",1
"HP1508501T2D_G12","acinar","acinar",1
"HP1508501T2D_G16","not applicable","unclassified endocrine",1
"HP1508501T2D_G18","acinar","acinar",1
"HP1508501T2D_G19","acinar","acinar",1
"HP1508501T2D_G23","acinar","acinar",1
"HP1508501T2D_G4","alpha","alpha",1
"HP1508501T2D_G9","not applicable","unclassified endocrine",1
"HP1508501T2D_H19","ductal","not applicable",1
"HP1508501T2D_H2","beta","co-expression",1
"HP1508501T2D_H3","alpha","alpha",1
"HP1508501T2D_H4","alpha","alpha",1
"HP1508501T2D_H8","not applicable","not applicable",1
"HP1508501T2D_H9","ductal","not applicable",1
"HP1508501T2D_I13","ductal","ductal",1
"HP1508501T2D_I17","ductal","ductal",1
"HP1508501T2D_I23","delta","delta",1
"HP1508501T2D_J11","ductal","ductal",1
"HP1508501T2D_J12","alpha","alpha",1
"HP1508501T2D_J16","ductal","ductal",1
"HP1508501T2D_J19","ductal","not applicable",1
"HP1508501T2D_J2","PSC","PSC",1
"HP1508501T2D_J22","ductal","ductal",1
"HP1508501T2D_J8","alpha","alpha",1
"HP1508501T2D_J9","alpha","alpha",1
"HP1508501T2D_K1","alpha","alpha",1
"HP1508501T2D_K12","alpha","alpha",1
"HP1508501T2D_K2","ductal","ductal",1
"HP1508501T2D_K6","acinar","acinar",1
"HP1508501T2D_K8","not applicable","not applicable",1
"HP1508501T2D_L7","alpha","alpha",1
"HP1508501T2D_L9","ductal","ductal",1
"HP1508501T2D_M12","alpha","alpha",1
"HP1508501T2D_M14","beta","beta",1
"HP1508501T2D_M15","ductal","ductal",1
"HP1508501T2D_M2","not applicable","not applicable",1
"HP1508501T2D_N13","acinar","acinar",1
"HP1508501T2D_N21","acinar","acinar",1
"HP1508501T2D_N8","ductal","ductal",1
"HP1508501T2D_O13","acinar","acinar",1
"HP1508501T2D_O14","alpha","alpha",1
"HP1508501T2D_O15","not applicable","not applicable",1
"HP1508501T2D_O20","not applicable","not applicable",1
"HP1508501T2D_O3","ductal","ductal",1
"HP1508501T2D_O4","beta","beta",1
"HP1508501T2D_O5","not applicable","not applicable",1
"HP1508501T2D_P19","not applicable","not applicable",1
"HP1508501T2D_P23","not applicable","not applicable",1
"HP1508501T2D_P24","not applicable","not applicable",1
"HP1508501T2D_P4","gamma","gamma",1
"HP1509101_A21","not applicable","not applicable",1
"HP1509101_A23","not applicable","not applicable",1
"HP1509101_A6","not applicable","not applicable",1
"HP1509101_B17","PSC","PSC",1
"HP1509101_B2","not applicable","not applicable",1
"HP1509101_B21","not applicable","not applicable",1
"HP1509101_B24","ductal","not applicable",1
"HP1509101_B7","not applicable","not applicable",1
"HP1509101_C17","not applicable","not applicable",1
"HP1509101_C18","not applicable","not applicable",1
"HP1509101_C20","not applicable","not applicable",1
"HP1509101_C3","not applicable","not applicable",1
"HP1509101_C7","not applicable","not applicable",1
"HP1509101_D1","not applicable","not applicable",1
"HP1509101_D10","PSC","not applicable",1
"HP1509101_D2","not applicable","not applicable",1
"HP1509101_D3","not applicable","not applicable",1
"HP1509101_D9","not applicable","not applicable",1
"HP1509101_E2","not applicable","not applicable",1
"HP1509101_E23","beta","not applicable",1
"HP1509101_E7","not applicable","not applicable",1
"HP1509101_F10","not applicable","not applicable",1
"HP1509101_F14","not applicable","not applicable",1
"HP1509101_F23","endothelial","endothelial",1
"HP1509101_F6","not applicable","not applicable",1
"HP1509101_G11","not applicable","not applicable",1
"HP1509101_G12","beta","not applicable",1
"HP1509101_G13","not applicable","not applicable",1
"HP1509101_G17","alpha","not applicable",1
"HP1509101_H10","not applicable","not applicable",1
"HP1509101_H11","alpha","not applicable",1
"HP1509101_H17","endothelial","not applicable",1
"HP1509101_H6","not applicable","not applicable",1
"HP1509101_I17","endothelial","endothelial",1
"HP1509101_I18","not applicable","not applicable",1
"HP1509101_I2","not applicable","not applicable",1
"HP1509101_I21","alpha","alpha",1
"HP1509101_I5","alpha","alpha",1
"HP1509101_J14","PSC","not applicable",1
"HP1509101_J15","alpha","alpha",1
"HP1509101_J16","delta","delta",1
"HP1509101_J17","not applicable","not applicable",1
"HP1509101_J18","delta","not applicable",1
"HP1509101_J9","ductal","ductal",1
"HP1509101_K11","not applicable","not applicable",1
"HP1509101_K15","ductal","ductal",1
"HP1509101_K21","alpha","not applicable",1
"HP1509101_K23","not applicable","not applicable",1
"HP1509101_K5","endothelial","not applicable",1
"HP1509101_K9","beta","beta",1
"HP1509101_L1","not applicable","not applicable",1
"HP1509101_L14","beta","beta",1
"HP1509101_L19","delta","delta",1
"HP1509101_L22","not applicable","not applicable",1
"HP1509101_L24","alpha","not applicable",1
"HP1509101_M10","alpha","alpha",1
"HP1509101_M14","ductal","not applicable",1
"HP1509101_M15","not applicable","not applicable",1
"HP1509101_M18","not applicable","not applicable",1
"HP1509101_M19","not applicable","not applicable",1
"HP1509101_M9","not applicable","not applicable",1
"HP1509101_N14","not applicable","not applicable",1
"HP1509101_N2","not applicable","not applicable",1
"HP1509101_N23","beta","beta",1
"HP1509101_N24","not applicable","not applicable",1
"HP1509101_N3","not applicable","not applicable",1
"HP1509101_N5","alpha","not applicable",1
"HP1509101_N7","ductal","not applicable",1
"HP1509101_O12","alpha","not applicable",1
"HP1509101_O24","delta","not applicable",1
"HP1509101_O4","delta","delta",1
"HP1509101_O9","alpha","alpha",1
"HP1509101_P1","beta","co-expression",1
"HP1509101_P16","not applicable","not applicable",1
"HP1509101_P17","ductal","ductal",1
"HP1509101_P20","alpha","alpha",1
"HP1509101_P3","not applicable","not applicable",1
"HP1509101_P4","alpha","alpha",1
"HP1509101_P6","ductal","not applicable",1
"HP1509101_P7","beta","co-expression",1
"HP1525301T2D_A1","ductal","ductal",1
"HP1525301T2D_A2","not applicable","not applicable",1
"HP1525301T2D_A4","not applicable","not applicable",1
"HP1525301T2D_A8","not applicable","not applicable",1
"HP1525301T2D_B17","not applicable","not applicable",1
"HP1525301T2D_B23","alpha","not applicable",1
"HP1525301T2D_B24","ductal","ductal",1
"HP1525301T2D_C12","not applicable","not applicable",1
"HP1525301T2D_C16","alpha","alpha",1
"HP1525301T2D_C18","not applicable","not applicable",1
"HP1525301T2D_C2","alpha","alpha",1
"HP1525301T2D_C22","ductal","ductal",1
"HP1525301T2D_C3","ductal","ductal",1
"HP1525301T2D_C8","alpha","alpha",1
"HP1525301T2D_C9","ductal","ductal",1
"HP1525301T2D_D10","acinar","acinar",1
"HP1525301T2D_D12","gamma","gamma",1
"HP1525301T2D_D14","ductal","ductal",1
"HP1525301T2D_D2","ductal","ductal",1
"HP1525301T2D_D6","acinar","acinar",1
"HP1525301T2D_E19","gamma","gamma",1
"HP1525301T2D_E5","PSC","PSC",1
"HP1525301T2D_E8","alpha","alpha",1
"HP1525301T2D_F12","ductal","ductal",1
"HP1525301T2D_F15","beta","beta",1
"HP1525301T2D_F23","beta","beta",1
"HP1525301T2D_F5","acinar","acinar",1
"HP1525301T2D_F7","PSC","PSC",1
"HP1525301T2D_G10","ductal","ductal",1
"HP1525301T2D_G15","alpha","alpha",1
"HP1525301T2D_G4","alpha","alpha",1
"HP1525301T2D_G6","not applicable","not applicable",1
"HP1525301T2D_H11","ductal","ductal",1
"HP1525301T2D_H17","ductal","ductal",1
"HP1525301T2D_H18","ductal","ductal",1
"HP1525301T2D_H20","alpha","alpha",1
"HP1525301T2D_H24","ductal","ductal",1
"HP1525301T2D_H5","not applicable","not applicable",1
"HP1525301T2D_H7","alpha","alpha",1
"HP1525301T2D_I1","ductal","ductal",1
"HP1525301T2D_I10","ductal","ductal",1
"HP1525301T2D_I12","alpha","alpha",1
"HP1525301T2D_I18","ductal","ductal",1
"HP1525301T2D_I22","ductal","ductal",1
"HP1525301T2D_I6","beta","beta",1
"HP1525301T2D_I7","alpha","alpha",1
"HP1525301T2D_J9","ductal","ductal",1
"HP1525301T2D_K4","not applicable","not applicable",1
"HP1525301T2D_K6","ductal","ductal",1
"HP1525301T2D_L1","ductal","ductal",1
"HP1525301T2D_L13","ductal","ductal",1
"HP1525301T2D_L14","beta","beta",1
"HP1525301T2D_L20","ductal","ductal",1
"HP1525301T2D_L7","not applicable","not applicable",1
"HP1525301T2D_M1","not applicable","not applicable",1
"HP1525301T2D_M10","alpha","alpha",1
"HP1525301T2D_M12","ductal","ductal",1
"HP1525301T2D_M13","alpha","alpha",1
"HP1525301T2D_M21","not applicable","not applicable",1
"HP1525301T2D_M22","ductal","ductal",1
"HP1525301T2D_M3","not applicable","not applicable",1
"HP1525301T2D_M8","alpha","alpha",1
"HP1525301T2D_N1","ductal","ductal",1
"HP1525301T2D_N16","ductal","ductal",1
"HP1525301T2D_N24","alpha","alpha",1
"HP1525301T2D_O4","not applicable","not applicable",1
"HP1525301T2D_O6","alpha","alpha",1
"HP1525301T2D_O8","ductal","not applicable",1
"HP1525301T2D_P11","alpha","alpha",1
"HP1525301T2D_P14","ductal","ductal",1
"HP1525301T2D_P15","endothelial","endothelial",1
"HP1525301T2D_P20","ductal","ductal",1
"HP1525301T2D_P24","alpha","alpha",1
"HP1525301T2D_P4","ductal","ductal",1
"HP1525301T2D_P6","alpha","alpha",1
"HP1526901T2D_A10","delta","delta",1
"HP1526901T2D_A16","delta","delta",1
"HP1526901T2D_A18","beta","not applicable",1
"HP1526901T2D_A2","beta","beta",1
"HP1526901T2D_A6","acinar","acinar",1
"HP1526901T2D_B11","alpha","alpha",1
"HP1526901T2D_B16","not applicable","not applicable",1
