,pred,true_label,fold
123,CD8+ Cytotoxic T,CD4+/CD45RO+ Memory,1
124,CD4+/CD25 T Reg,CD8+/CD45RA+ Naive Cytotoxic,1
125,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
126,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
127,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
128,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
129,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
130,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
131,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
132,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
133,CD56+ NK,CD56+ NK,1
134,Dendritic,CD14+ Monocyte,1
135,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
136,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
137,CD4+/CD45RO+ Memory,CD4+/CD45RO+ Memory,1
138,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
139,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
140,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
141,CD19+ B,CD19+ B,1
142,Dendritic,Dendritic,1
143,CD19+ B,CD19+ B,1
144,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
145,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
146,CD19+ B,CD19+ B,1
147,CD4+/CD45RO+ Memory,CD4+/CD45RO+ Memory,1
148,CD4+/CD45RO+ Memory,CD4+/CD45RA+/CD25- Naive T,1
149,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
150,CD19+ B,CD19+ B,1
151,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
152,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
153,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
154,CD56+ NK,CD56+ NK,1
155,CD14+ Monocyte,CD14+ Monocyte,1
156,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
157,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
158,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
159,CD8+/CD45RA+ Naive Cytotoxic,CD4+/CD45RA+/CD25- Naive T,1
160,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
161,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
162,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
163,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
164,CD19+ B,CD19+ B,1
165,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
166,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
167,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
168,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
169,Dendritic,Dendritic,1
170,CD19+ B,CD19+ B,1
171,CD19+ B,CD19+ B,1
172,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
173,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
174,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
175,CD8+ Cytotoxic T,CD4+/CD25 T Reg,1
176,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
177,CD8+ Cytotoxic T,CD4+/CD25 T Reg,1
178,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
179,CD8+/CD45RA+ Naive Cytotoxic,CD4+/CD45RA+/CD25- Naive T,1
180,CD56+ NK,CD56+ NK,1
181,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
182,CD56+ NK,CD56+ NK,1
183,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
184,Dendritic,Dendritic,1
185,CD8+ Cytotoxic T,CD19+ B,1
186,CD19+ B,CD19+ B,1
187,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
188,CD4+/CD45RO+ Memory,CD4+/CD25 T Reg,1
189,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
190,CD8+ Cytotoxic T,CD4+/CD25 T Reg,1
191,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
192,CD19+ B,CD19+ B,1
193,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
194,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
195,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
196,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
197,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
198,CD8+ Cytotoxic T,CD4+/CD45RO+ Memory,1
199,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
200,CD56+ NK,CD56+ NK,1
201,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RA+/CD25- Naive T,1
202,Dendritic,Dendritic,1
203,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
204,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
205,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
206,CD56+ NK,CD56+ NK,1
207,CD8+ Cytotoxic T,CD4+/CD25 T Reg,1
208,CD56+ NK,CD56+ NK,1
209,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
210,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
211,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
212,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
213,CD56+ NK,CD56+ NK,1
214,CD4+/CD45RA+/CD25- Naive T,CD4+/CD25 T Reg,1
215,CD56+ NK,CD56+ NK,1
216,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
217,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
218,CD4+/CD25 T Reg,CD19+ B,1
219,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RA+/CD25- Naive T,1
220,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
221,CD56+ NK,CD56+ NK,1
222,CD56+ NK,CD56+ NK,1
223,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
224,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
225,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
226,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
227,CD19+ B,CD19+ B,1
228,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
229,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
230,CD56+ NK,CD56+ NK,1
231,CD14+ Monocyte,CD14+ Monocyte,1
232,CD8+/CD45RA+ Naive Cytotoxic,CD8+ Cytotoxic T,1
233,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
234,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
235,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
236,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
237,CD56+ NK,CD56+ NK,1
238,CD56+ NK,CD56+ NK,1
239,CD19+ B,CD19+ B,1
240,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
241,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
242,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
243,CD19+ B,CD19+ B,1
244,CD19+ B,CD19+ B,1
245,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
246,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
247,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
248,CD4+/CD45RO+ Memory,CD8+/CD45RA+ Naive Cytotoxic,1
249,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
250,Dendritic,Dendritic,1
251,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
252,CD56+ NK,CD56+ NK,1
253,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
254,CD56+ NK,CD56+ NK,1
255,CD19+ B,CD19+ B,1
256,CD8+ Cytotoxic T,CD4+/CD45RO+ Memory,1
257,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
258,Dendritic,Dendritic,1
259,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
260,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
261,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
262,CD14+ Monocyte,CD14+ Monocyte,1
263,Dendritic,CD19+ B,1
264,Dendritic,CD14+ Monocyte,1
265,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
266,CD56+ NK,CD56+ NK,1
267,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
268,CD8+/CD45RA+ Naive Cytotoxic,CD19+ B,1
269,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
270,CD4+/CD25 T Reg,CD4+/CD45RO+ Memory,1
271,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
272,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
273,CD19+ B,CD19+ B,1
274,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
275,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
276,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
277,CD4+/CD45RO+ Memory,CD4+/CD25 T Reg,1
278,CD4+/CD25 T Reg,CD8+/CD45RA+ Naive Cytotoxic,1
279,CD4+/CD45RO+ Memory,CD4+/CD45RO+ Memory,1
280,CD14+ Monocyte,CD14+ Monocyte,1
281,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
282,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
283,CD19+ B,CD19+ B,1
284,CD19+ B,CD19+ B,1
285,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
286,CD4+/CD45RO+ Memory,CD4+/CD45RO+ Memory,1
287,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
288,CD8+ Cytotoxic T,CD4+/CD45RO+ Memory,1
289,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
290,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
291,CD14+ Monocyte,CD14+ Monocyte,1
292,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
293,CD4+/CD25 T Reg,CD4+/CD45RA+/CD25- Naive T,1
294,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
295,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
296,CD56+ NK,CD56+ NK,1
297,CD56+ NK,CD56+ NK,1
298,CD19+ B,CD19+ B,1
299,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
300,CD4+/CD45RO+ Memory,CD4+/CD45RA+/CD25- Naive T,1
301,CD8+ Cytotoxic T,CD4+/CD45RO+ Memory,1
302,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
303,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
304,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
305,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
306,CD19+ B,CD19+ B,1
307,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
308,CD8+/CD45RA+ Naive Cytotoxic,CD19+ B,1
309,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
310,CD4+/CD25 T Reg,CD8+/CD45RA+ Naive Cytotoxic,1
311,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
312,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
313,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
314,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
315,CD8+ Cytotoxic T,CD4+/CD25 T Reg,1
316,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
317,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
318,CD56+ NK,CD8+ Cytotoxic T,1
319,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
320,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
321,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
322,CD4+/CD45RO+ Memory,CD8+ Cytotoxic T,1
323,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
324,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
325,CD4+/CD45RA+/CD25- Naive T,CD4+/CD45RA+/CD25- Naive T,1
326,CD8+/CD45RA+ Naive Cytotoxic,CD19+ B,1
327,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
328,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
329,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
330,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
331,CD4+/CD45RO+ Memory,CD4+/CD45RA+/CD25- Naive T,1
332,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
333,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
334,CD19+ B,CD19+ B,1
335,CD8+/CD45RA+ Naive Cytotoxic,CD8+ Cytotoxic T,1
336,CD34+,CD34+,1
337,CD56+ NK,CD56+ NK,1
338,CD56+ NK,CD56+ NK,1
339,CD8+/CD45RA+ Naive Cytotoxic,CD8+ Cytotoxic T,1
340,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
341,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
342,Dendritic,Dendritic,1
343,CD4+/CD25 T Reg,CD8+ Cytotoxic T,1
344,Dendritic,CD14+ Monocyte,1
345,CD4+/CD45RO+ Memory,CD4+/CD45RA+/CD25- Naive T,1
346,CD19+ B,CD19+ B,1
347,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
348,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
349,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
350,Dendritic,Dendritic,1
351,CD8+ Cytotoxic T,CD4+/CD25 T Reg,1
352,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
353,Dendritic,Dendritic,1
354,CD56+ NK,CD56+ NK,1
355,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
356,CD56+ NK,CD56+ NK,1
357,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
358,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
359,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
360,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
361,CD19+ B,CD19+ B,1
362,CD56+ NK,CD56+ NK,1
363,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
364,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
365,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
366,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
367,Dendritic,Dendritic,1
368,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
369,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
370,CD8+ Cytotoxic T,CD19+ B,1
371,CD56+ NK,CD56+ NK,1
372,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
373,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
374,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
375,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
376,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
377,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
378,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
379,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
380,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
381,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
382,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
383,CD4+/CD25 T Reg,CD8+/CD45RA+ Naive Cytotoxic,1
384,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
385,CD56+ NK,CD56+ NK,1
386,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
387,Dendritic,CD14+ Monocyte,1
388,CD56+ NK,CD56+ NK,1
389,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
390,CD56+ NK,CD56+ NK,1
391,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
392,CD19+ B,CD19+ B,1
393,CD4+/CD25 T Reg,CD8+ Cytotoxic T,1
394,CD4+/CD25 T Reg,CD4+/CD45RO+ Memory,1
395,CD4+/CD45RO+ Memory,CD4+/CD45RO+ Memory,1
396,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
397,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
398,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
399,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
400,Dendritic,Dendritic,1
401,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
402,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
403,CD4+/CD25 T Reg,CD4+/CD25 T Reg,1
404,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
405,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
406,CD56+ NK,CD56+ NK,1
407,CD4+/CD45RO+ Memory,CD4+/CD45RO+ Memory,1
408,CD8+ Cytotoxic T,CD56+ NK,1
409,CD4+/CD45RO+ Memory,CD4+/CD25 T Reg,1
410,CD8+/CD45RA+ Naive Cytotoxic,CD8+/CD45RA+ Naive Cytotoxic,1
411,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
412,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
413,CD4+/CD45RO+ Memory,CD4+/CD45RO+ Memory,1
414,CD56+ NK,CD56+ NK,1
415,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
416,CD8+ Cytotoxic T,CD8+/CD45RA+ Naive Cytotoxic,1
417,CD8+ Cytotoxic T,CD4+/CD25 T Reg,1
418,CD8+ Cytotoxic T,CD8+ Cytotoxic T,1
