"","pred","true_label","fold"
"58","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"59","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"60","CD19+ B","CD19+ B",1
"61","CD56+ NK","CD56+ NK",1
"62","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"63","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"64","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"65","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"66","CD14+ Monocyte","CD14+ Monocyte",1
"67","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"68","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"69","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"70","CD4+/CD25 T Reg","CD8+ Cytotoxic T",1
"71","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"72","CD14+ Monocyte","Dendritic",1
"73","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"74","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"75","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"76","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"77","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"78","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"79","CD56+ NK","CD8+ Cytotoxic T",1
"80","CD19+ B","CD19+ B",1
"81","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"82","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"83","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"84","CD14+ Monocyte","CD14+ Monocyte",1
"85","CD56+ NK","CD56+ NK",1
"86","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"87","CD56+ NK","CD8+ Cytotoxic T",1
"88","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"89","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"90","CD19+ B","CD19+ B",1
"91","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"92","Dendritic","Dendritic",1
"93","CD56+ NK","CD56+ NK",1
"94","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"95","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"96","CD56+ NK","CD56+ NK",1
"97","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"98","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"99","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"100","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"101","CD56+ NK","CD56+ NK",1
"102","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"103","Dendritic","Dendritic",1
"104","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"105","CD56+ NK","CD56+ NK",1
"106","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"107","CD19+ B","CD19+ B",1
"108","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"109","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"110","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"111","CD19+ B","CD19+ B",1
"112","CD14+ Monocyte","CD14+ Monocyte",1
"113","CD4+/CD25 T Reg","CD4+/CD45RO+ Memory",1
"114","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"115","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"116","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"117","CD14+ Monocyte","Dendritic",1
"118","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"119","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"120","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"121","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"122","CD4+/CD45RO+ Memory","CD4+/CD25 T Reg",1
"123","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"124","CD8+ Cytotoxic T","CD4+/CD45RO+ Memory",1
"125","CD4+/CD45RO+ Memory","CD8+/CD45RA+ Naive Cytotoxic",1
"126","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"127","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"128","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"129","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"130","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"131","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"132","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"133","CD4+/CD45RO+ Memory","CD4+/CD25 T Reg",1
"134","CD56+ NK","CD56+ NK",1
"135","CD14+ Monocyte","CD14+ Monocyte",1
"136","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"137","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"138","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"139","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"140","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"141","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"142","CD19+ B","CD19+ B",1
"143","Dendritic","Dendritic",1
"144","CD19+ B","CD19+ B",1
"145","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"146","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"147","CD19+ B","CD19+ B",1
"148","CD4+/CD25 T Reg","CD4+/CD45RO+ Memory",1
"149","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"150","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"151","CD19+ B","CD19+ B",1
"152","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"153","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"154","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"155","CD56+ NK","CD56+ NK",1
"156","CD14+ Monocyte","CD14+ Monocyte",1
"157","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"158","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"159","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"160","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"161","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"162","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"163","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"164","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"165","CD19+ B","CD19+ B",1
"166","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"167","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"168","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"169","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"170","CD14+ Monocyte","Dendritic",1
"171","CD19+ B","CD19+ B",1
"172","CD19+ B","CD19+ B",1
"173","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"174","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"175","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"176","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"177","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"178","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"179","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"180","CD8+/CD45RA+ Naive Cytotoxic","CD4+/CD45RA+/CD25- Naive T",1
"181","CD56+ NK","CD56+ NK",1
"182","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"183","CD56+ NK","CD56+ NK",1
"184","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"185","Dendritic","Dendritic",1
"186","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"187","CD19+ B","CD19+ B",1
"188","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"189","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"190","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"191","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"192","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"193","CD19+ B","CD19+ B",1
"194","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"195","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"196","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"197","CD56+ NK","CD8+ Cytotoxic T",1
"198","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"199","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"200","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"201","CD56+ NK","CD56+ NK",1
"202","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"203","CD4+ T Helper2","Dendritic",1
"204","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"205","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"206","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"207","CD56+ NK","CD56+ NK",1
"208","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"209","CD56+ NK","CD56+ NK",1
"210","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"211","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"212","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"213","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"214","CD56+ NK","CD56+ NK",1
"215","CD4+/CD45RA+/CD25- Naive T","CD4+/CD25 T Reg",1
"216","CD56+ NK","CD56+ NK",1
"217","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"218","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"219","CD4+/CD25 T Reg","CD19+ B",1
"220","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"221","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"222","CD56+ NK","CD56+ NK",1
"223","CD56+ NK","CD56+ NK",1
"224","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"225","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"226","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"227","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"228","CD19+ B","CD19+ B",1
"229","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"230","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"231","CD56+ NK","CD56+ NK",1
"232","CD14+ Monocyte","CD14+ Monocyte",1
"233","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"234","CD56+ NK","CD8+ Cytotoxic T",1
"235","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"236","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"237","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"238","CD56+ NK","CD56+ NK",1
"239","CD56+ NK","CD56+ NK",1
"240","CD19+ B","CD19+ B",1
"241","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"242","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"243","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"244","CD19+ B","CD19+ B",1
"245","CD19+ B","CD19+ B",1
"246","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"247","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"248","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"249","CD4+/CD45RO+ Memory","CD8+/CD45RA+ Naive Cytotoxic",1
"250","CD4+/CD45RA+/CD25- Naive T","CD4+/CD25 T Reg",1
"251","Dendritic","Dendritic",1
"252","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"253","CD56+ NK","CD56+ NK",1
"254","CD56+ NK","CD8+ Cytotoxic T",1
"255","CD56+ NK","CD56+ NK",1
"256","CD19+ B","CD19+ B",1
"257","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"258","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"259","Dendritic","Dendritic",1
"260","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"261","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"262","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"263","CD14+ Monocyte","CD14+ Monocyte",1
"264","CD4+ T Helper2","CD19+ B",1
"265","CD14+ Monocyte","CD14+ Monocyte",1
"266","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"267","CD56+ NK","CD56+ NK",1
"268","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"269","CD4+/CD45RA+/CD25- Naive T","CD19+ B",1
"270","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"271","CD4+/CD25 T Reg","CD4+/CD45RO+ Memory",1
"272","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"273","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"274","CD19+ B","CD19+ B",1
"275","CD4+/CD25 T Reg","CD8+ Cytotoxic T",1
"276","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"277","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"278","CD4+/CD45RO+ Memory","CD4+/CD25 T Reg",1
"279","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"280","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"281","CD14+ Monocyte","CD14+ Monocyte",1
"282","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"283","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"284","CD19+ B","CD19+ B",1
"285","CD19+ B","CD19+ B",1
"286","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"287","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"288","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"289","CD4+/CD45RO+ Memory","CD4+/CD45RO+ Memory",1
"290","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"291","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"292","CD14+ Monocyte","CD14+ Monocyte",1
"293","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"294","CD4+/CD45RO+ Memory","CD4+/CD45RA+/CD25- Naive T",1
"295","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"296","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"297","CD56+ NK","CD56+ NK",1
"298","CD56+ NK","CD56+ NK",1
"299","CD19+ B","CD19+ B",1
"300","CD56+ NK","CD8+ Cytotoxic T",1
"301","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"302","CD4+/CD25 T Reg","CD4+/CD45RO+ Memory",1
"303","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"304","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"305","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"306","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"307","CD19+ B","CD19+ B",1
"308","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"309","CD4+/CD25 T Reg","CD19+ B",1
"310","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"311","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"312","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"313","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"314","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"315","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"316","CD4+/CD45RO+ Memory","CD4+/CD25 T Reg",1
"317","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"318","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"319","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"320","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"321","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"322","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"323","CD4+/CD25 T Reg","CD8+ Cytotoxic T",1
"324","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"325","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"326","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"327","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"328","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"329","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"330","CD4+/CD45RO+ Memory","CD4+/CD25 T Reg",1
"331","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"332","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"333","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"334","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"335","CD19+ B","CD19+ B",1
"336","CD8+/CD45RA+ Naive Cytotoxic","CD8+ Cytotoxic T",1
"337","CD34+","CD34+",1
"338","CD56+ NK","CD56+ NK",1
"339","CD56+ NK","CD56+ NK",1
"340","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"341","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"342","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"343","CD14+ Monocyte","Dendritic",1
"344","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"345","CD14+ Monocyte","CD14+ Monocyte",1
"346","CD4+/CD45RA+/CD25- Naive T","CD4+/CD45RA+/CD25- Naive T",1
"347","CD19+ B","CD19+ B",1
"348","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"349","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"350","CD4+/CD25 T Reg","CD4+/CD25 T Reg",1
"351","CD14+ Monocyte","Dendritic",1
"352","CD4+/CD45RA+/CD25- Naive T","CD4+/CD25 T Reg",1
"353","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"354","CD14+ Monocyte","Dendritic",1
"355","CD56+ NK","CD56+ NK",1
"356","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"357","CD56+ NK","CD56+ NK",1
"358","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"359","CD4+/CD45RA+/CD25- Naive T","CD4+/CD25 T Reg",1
"360","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"361","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"362","CD19+ B","CD19+ B",1
"363","CD56+ NK","CD56+ NK",1
"364","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"365","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"366","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"367","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"368","Dendritic","Dendritic",1
"369","CD4+/CD45RA+/CD25- Naive T","CD8+/CD45RA+ Naive Cytotoxic",1
"370","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"371","CD8+/CD45RA+ Naive Cytotoxic","CD19+ B",1
"372","CD56+ NK","CD56+ NK",1
"373","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"374","CD4+/CD45RO+ Memory","CD8+/CD45RA+ Naive Cytotoxic",1
"375","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"376","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"377","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"378","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"379","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"380","CD4+/CD25 T Reg","CD8+ Cytotoxic T",1
"381","CD4+/CD45RO+ Memory","CD8+ Cytotoxic T",1
"382","CD4+/CD45RA+/CD25- Naive T","CD4+/CD25 T Reg",1
"383","CD4+/CD45RA+/CD25- Naive T","CD8+ Cytotoxic T",1
"384","CD4+/CD25 T Reg","CD8+/CD45RA+ Naive Cytotoxic",1
"385","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"386","CD56+ NK","CD56+ NK",1
"387","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"388","CD14+ Monocyte","CD14+ Monocyte",1
"389","CD56+ NK","CD56+ NK",1
"390","CD8+ Cytotoxic T","CD8+ Cytotoxic T",1
"391","CD56+ NK","CD56+ NK",1
"392","CD8+/CD45RA+ Naive Cytotoxic","CD8+/CD45RA+ Naive Cytotoxic",1
"393","CD19+ B","CD19+ B",1
"394","CD4+/CD25 T Reg","CD8+ Cytotoxic T",1
