"","pred","true_label","fold"
"429","beta","beta",1
"430","alpha","alpha",1
"431","alpha","alpha",1
"432","alpha","alpha",1
"433","alpha","alpha",1
"434","ductal","ductal",1
"435","alpha","alpha",1
"436","alpha","alpha",1
"437","ductal","ductal",1
"438","alpha","alpha",1
"439","alpha","alpha",1
"440","alpha","alpha",1
"441","ductal","ductal",1
"442","beta","beta",1
"443","gamma","gamma",1
"444","ductal","ductal",1
"445","alpha","alpha",1
"446","delta","delta",1
"447","beta","beta",1
"448","beta","beta",1
"449","endothelial","endothelial",1
"450","beta","beta",1
"451","activated_stellate","activated_stellate",1
"452","beta","beta",1
"453","alpha","alpha",1
"454","beta","beta",1
"455","gamma","gamma",1
"456","gamma","gamma",1
"457","beta","beta",1
"458","beta","beta",1
"459","delta","delta",1
"460","alpha","alpha",1
"461","beta","beta",1
"462","delta","delta",1
"463","delta","delta",1
"464","ductal","ductal",1
"465","ductal","ductal",1
"466","ductal","ductal",1
"467","alpha","alpha",1
"468","alpha","alpha",1
"469","ductal","ductal",1
"470","alpha","alpha",1
"471","beta","beta",1
"472","ductal","ductal",1
"473","alpha","alpha",1
"474","endothelial","endothelial",1
"475","alpha","alpha",1
"476","ductal","ductal",1
"477","activated_stellate","activated_stellate",1
"478","beta","beta",1
"479","alpha","alpha",1
"480","ductal","ductal",1
"481","gamma","gamma",1
"482","alpha","alpha",1
"483","endothelial","endothelial",1
"484","alpha","alpha",1
"485","ductal","ductal",1
"486","gamma","gamma",1
"487","beta","beta",1
"488","ductal","ductal",1
"489","alpha","alpha",1
"490","alpha","alpha",1
"491","alpha","alpha",1
"492","ductal","ductal",1
"493","alpha","alpha",1
"494","alpha","alpha",1
"495","ductal","ductal",1
"496","delta","delta",1
"497","gamma","gamma",1
"498","activated_stellate","activated_stellate",1
"499","gamma","gamma",1
"500","alpha","alpha",1
"501","alpha","alpha",1
"502","alpha","alpha",1
"503","alpha","alpha",1
"504","alpha","alpha",1
"505","alpha","alpha",1
"506","beta","beta",1
"507","alpha","alpha",1
"508","beta","beta",1
"509","quiescent_stellate","quiescent_stellate",1
"510","ductal","ductal",1
"511","ductal","ductal",1
"512","beta","beta",1
"513","epsilon","alpha",1
"514","alpha","alpha",1
"515","delta","delta",1
"516","delta","delta",1
"517","activated_stellate","activated_stellate",1
"518","beta","beta",1
"519","delta","delta",1
"520","acinar","ductal",1
"521","alpha","alpha",1
"522","delta","delta",1
"523","alpha","alpha",1
"524","alpha","alpha",1
"525","activated_stellate","activated_stellate",1
"526","alpha","alpha",1
"527","alpha","alpha",1
"528","beta","beta",1
"529","ductal","ductal",1
"530","ductal","ductal",1
"531","alpha","alpha",1
"532","beta","beta",1
"533","beta","beta",1
"534","alpha","alpha",1
"535","ductal","ductal",1
"536","ductal","ductal",1
"537","beta","beta",1
"538","beta","beta",1
"539","beta","beta",1
"540","alpha","alpha",1
"541","alpha","alpha",1
"542","beta","beta",1
"543","alpha","alpha",1
"544","alpha","alpha",1
"545","activated_stellate","activated_stellate",1
"546","alpha","alpha",1
"547","alpha","alpha",1
"548","beta","beta",1
"549","activated_stellate","activated_stellate",1
"550","macrophage","macrophage",1
"551","beta","beta",1
"552","alpha","alpha",1
"553","ductal","ductal",1
"554","delta","delta",1
"555","ductal","ductal",1
"556","delta","delta",1
"557","beta","beta",1
"558","macrophage","macrophage",1
"559","activated_stellate","activated_stellate",1
"560","beta","beta",1
"561","ductal","ductal",1
"562","beta","beta",1
"563","delta","delta",1
"564","ductal","ductal",1
"565","alpha","alpha",1
"566","delta","delta",1
"567","beta","beta",1
"568","gamma","gamma",1
"569","ductal","ductal",1
"570","beta","beta",1
"571","alpha","alpha",1
"572","activated_stellate","activated_stellate",1
"573","alpha","alpha",1
"574","ductal","ductal",1
"575","alpha","alpha",1
"576","ductal","ductal",1
"577","beta","beta",1
"578","delta","delta",1
"579","alpha","alpha",1
"580","beta","beta",1
"581","alpha","alpha",1
"582","ductal","ductal",1
"583","beta","beta",1
"584","ductal","ductal",1
"585","beta","beta",1
"586","alpha","alpha",1
"587","alpha","alpha",1
"588","activated_stellate","activated_stellate",1
"589","alpha","alpha",1
"590","delta","delta",1
"591","alpha","alpha",1
"592","alpha","alpha",1
"593","alpha","alpha",1
"594","alpha","alpha",1
"595","alpha","alpha",1
"596","alpha","alpha",1
"597","alpha","alpha",1
"598","gamma","gamma",1
"599","alpha","alpha",1
"600","alpha","alpha",1
"601","macrophage","macrophage",1
"602","alpha","alpha",1
"603","alpha","alpha",1
"604","ductal","ductal",1
"605","ductal","ductal",1
"606","beta","beta",1
"607","endothelial","endothelial",1
"608","alpha","alpha",1
"609","alpha","alpha",1
"610","ductal","ductal",1
"611","beta","beta",1
"612","activated_stellate","activated_stellate",1
"613","alpha","alpha",1
"614","alpha","alpha",1
"615","alpha","alpha",1
"616","beta","beta",1
"617","beta","beta",1
"618","alpha","alpha",1
"619","alpha","alpha",1
"620","gamma","gamma",1
"621","delta","delta",1
"622","beta","beta",1
"623","alpha","alpha",1
"624","gamma","gamma",1
"625","alpha","alpha",1
"626","beta","beta",1
"627","beta","beta",1
"628","alpha","alpha",1
"629","alpha","alpha",1
"630","alpha","alpha",1
"631","endothelial","endothelial",1
"632","alpha","alpha",1
"633","alpha","alpha",1
"634","alpha","alpha",1
"635","alpha","alpha",1
"636","alpha","alpha",1
"637","alpha","alpha",1
"638","alpha","alpha",1
"639","alpha","alpha",1
"640","beta","beta",1
"641","mast","mast",1
"642","ductal","ductal",1
"643","alpha","alpha",1
"644","beta","beta",1
"645","gamma","gamma",1
"646","gamma","gamma",1
"647","alpha","alpha",1
"648","alpha","alpha",1
"649","alpha","alpha",1
"650","alpha","alpha",1
"651","gamma","gamma",1
"652","alpha","alpha",1
"653","beta","beta",1
"654","alpha","alpha",1
"655","ductal","ductal",1
"656","beta","beta",1
"657","schwann","schwann",1
"658","gamma","gamma",1
"659","ductal","ductal",1
"660","t_cell","t_cell",1
"661","beta","beta",1
"662","beta","beta",1
"663","alpha","alpha",1
"664","alpha","alpha",1
"665","beta","beta",1
"666","alpha","alpha",1
"667","alpha","alpha",1
"668","beta","beta",1
"669","alpha","alpha",1
"670","acinar","ductal",1
"671","delta","delta",1
"672","delta","delta",1
"673","alpha","alpha",1
"674","alpha","alpha",1
"675","delta","delta",1
"676","activated_stellate","activated_stellate",1
"677","alpha","alpha",1
"678","alpha","alpha",1
"679","macrophage","macrophage",1
"680","beta","beta",1
"681","delta","delta",1
"682","ductal","ductal",1
"683","ductal","ductal",1
"684","alpha","alpha",1
"685","beta","beta",1
"686","activated_stellate","quiescent_stellate",1
"687","quiescent_stellate","quiescent_stellate",1
"688","beta","beta",1
"689","ductal","ductal",1
"690","ductal","ductal",1
"691","alpha","alpha",1
"692","ductal","ductal",1
"693","alpha","alpha",1
"694","alpha","alpha",1
"695","alpha","alpha",1
"696","alpha","alpha",1
"697","activated_stellate","activated_stellate",1
"698","ductal","ductal",1
"699","alpha","alpha",1
"700","ductal","ductal",1
"701","beta","beta",1
"702","alpha","alpha",1
"703","alpha","alpha",1
"704","quiescent_stellate","quiescent_stellate",1
"705","alpha","alpha",1
"706","beta","beta",1
"707","ductal","ductal",1
"708","activated_stellate","activated_stellate",1
"709","beta","beta",1
"710","delta","delta",1
"711","alpha","alpha",1
"712","gamma","gamma",1
"713","alpha","alpha",1
"714","ductal","ductal",1
"715","alpha","alpha",1
"716","alpha","alpha",1
"717","beta","beta",1
"718","alpha","alpha",1
"719","alpha","alpha",1
"720","beta","beta",1
"721","alpha","alpha",1
"722","ductal","ductal",1
"723","alpha","alpha",1
"724","beta","beta",1
"725","alpha","alpha",1
"726","alpha","alpha",1
"727","delta","delta",1
"728","alpha","alpha",1
"729","alpha","alpha",1
"730","gamma","gamma",1
"731","alpha","alpha",1
"732","delta","delta",1
"733","endothelial","endothelial",1
"734","delta","delta",1
"735","gamma","gamma",1
"736","beta","beta",1
"737","alpha","alpha",1
"738","beta","beta",1
"739","alpha","alpha",1
"740","alpha","alpha",1
"741","gamma","gamma",1
"742","quiescent_stellate","quiescent_stellate",1
"743","alpha","alpha",1
"744","beta","beta",1
"745","alpha","alpha",1
"746","gamma","gamma",1
"747","endothelial","endothelial",1
"748","gamma","gamma",1
"749","gamma","gamma",1
"750","beta","beta",1
"751","alpha","alpha",1
"752","gamma","gamma",1
"753","alpha","alpha",1
"754","alpha","alpha",1
"755","beta","beta",1
"756","alpha","alpha",1
"757","ductal","ductal",1
"758","alpha","alpha",1
"759","activated_stellate","activated_stellate",1
"760","ductal","ductal",1
"761","endothelial","endothelial",1
"762","beta","beta",1
"763","gamma","gamma",1
"764","alpha","alpha",1
"765","ductal","alpha",1
"766","activated_stellate","activated_stellate",1
"767","mast","mast",1
"768","gamma","activated_stellate",1
"769","alpha","alpha",1
"770","ductal","ductal",1
"771","beta","beta",1
"772","acinar","acinar",1
"773","acinar","acinar",1
"774","acinar","acinar",1
"775","acinar","acinar",1
"776","acinar","acinar",1
"777","acinar","acinar",1
"778","acinar","acinar",1
"779","ductal","ductal",1
"780","acinar","acinar",1
"781","alpha","alpha",1
"782","acinar","acinar",1
"783","acinar","acinar",1
"784","beta","beta",1
"785","acinar","acinar",1
"786","delta","delta",1
"787","acinar","acinar",1
"788","acinar","acinar",1
"789","alpha","alpha",1
"790","acinar","acinar",1
"791","acinar","acinar",1
"792","delta","delta",1
"793","beta","beta",1
"794","alpha","alpha",1
"795","acinar","acinar",1
"796","acinar","acinar",1
"797","beta","beta",1
"798","alpha","alpha",1
"799","beta","beta",1
"800","acinar","acinar",1
"801","alpha","alpha",1
"802","delta","delta",1
"803","acinar","acinar",1
"804","acinar","acinar",1
"805","acinar","acinar",1
"806","beta","beta",1
"807","beta","beta",1
"808","acinar","acinar",1
"809","ductal","ductal",1
"810","activated_stellate","activated_stellate",1
"811","alpha","alpha",1
"812","acinar","acinar",1
"813","alpha","alpha",1
"814","acinar","acinar",1
"815","alpha","alpha",1
"816","alpha","alpha",1
"817","alpha","alpha",1
"818","beta","beta",1
"819","ductal","ductal",1
"820","delta","delta",1
"821","alpha","alpha",1
"822","acinar","acinar",1
"823","beta","beta",1
"824","ductal","ductal",1
"825","quiescent_stellate","quiescent_stellate",1
"826","alpha","alpha",1
"827","ductal","ductal",1
"828","ductal","ductal",1
"829","beta","beta",1
"830","alpha","alpha",1
"831","alpha","alpha",1
"832","alpha","alpha",1
"833","beta","beta",1
"834","alpha","alpha",1
"835","activated_stellate","activated_stellate",1
"836","delta","delta",1
"837","alpha","alpha",1
"838","alpha","alpha",1
"839","beta","beta",1
"840","alpha","alpha",1
"841","alpha","alpha",1
"842","alpha","alpha",1
"843","alpha","alpha",1
"844","beta","beta",1
"845","delta","delta",1
"846","alpha","alpha",1
"847","ductal","ductal",1
"848","acinar","acinar",1
"849","alpha","alpha",1
"850","alpha","alpha",1
"851","activated_stellate","activated_stellate",1
"852","acinar","acinar",1
"853","alpha","alpha",1
"854","delta","delta",1
"855","alpha","alpha",1
"856","alpha","alpha",1
"857","gamma","gamma",1
"858","activated_stellate","activated_stellate",1
"859","alpha","beta",1
"860","alpha","alpha",1
"861","beta","beta",1
"862","ductal","ductal",1
"863","alpha","alpha",1
"864","delta","delta",1
"865","ductal","ductal",1
"866","delta","delta",1
"867","delta","delta",1
"868","alpha","alpha",1
"869","ductal","ductal",1
"870","alpha","alpha",1
"871","alpha","alpha",1
"872","ductal","ductal",1
"873","quiescent_stellate","quiescent_stellate",1
"874","beta","beta",1
"875","acinar","acinar",1
"876","alpha","alpha",1
"877","alpha","alpha",1
"878","acinar","acinar",1
"879","ductal","ductal",1
"880","ductal","ductal",1
"881","alpha","alpha",1
"882","alpha","alpha",1
"883","activated_stellate","activated_stellate",1
"884","alpha","alpha",1
"885","alpha","alpha",1
"886","alpha","alpha",1
"887","alpha","alpha",1
"888","activated_stellate","activated_stellate",1
"889","acinar","acinar",1
"890","ductal","ductal",1
"891","endothelial","endothelial",1
"892","alpha","alpha",1
"893","beta","beta",1
"894","endothelial","endothelial",1
"895","alpha","alpha",1
"896","activated_stellate","activated_stellate",1
"897","beta","beta",1
"898","beta","beta",1
"899","beta","beta",1
"900","ductal","ductal",1
"901","acinar","acinar",1
"902","alpha","alpha",1
"903","quiescent_stellate","quiescent_stellate",1
"904","alpha","alpha",1
"905","ductal","ductal",1
"906","alpha","alpha",1
"907","endothelial","endothelial",1
"908","beta","beta",1
"909","alpha","alpha",1
"910","beta","beta",1
"911","endothelial","endothelial",1
"912","endothelial","endothelial",1
"913","alpha","alpha",1
"914","alpha","alpha",1
"915","endothelial","endothelial",1
"916","alpha","alpha",1
"917","alpha","alpha",1
"918","beta","beta",1
"919","beta","beta",1
"920","alpha","alpha",1
"921","beta","beta",1
"922","gamma","gamma",1
"923","ductal","ductal",1
"924","quiescent_stellate","quiescent_stellate",1
"925","alpha","alpha",1
"926","beta","beta",1
"927","endothelial","endothelial",1
"928","beta","beta",1
"929","quiescent_stellate","quiescent_stellate",1
"930","acinar","acinar",1
"931","acinar","acinar",1
"932","acinar","acinar",1
"933","acinar","acinar",1
"934","acinar","acinar",1
"935","acinar","acinar",1
"936","acinar","acinar",1
"937","acinar","acinar",1
"938","acinar","acinar",1
"939","acinar","acinar",1
"940","acinar","acinar",1
"941","acinar","acinar",1
"942","acinar","acinar",1
"943","acinar","acinar",1
"944","acinar","acinar",1
"945","acinar","acinar",1
"946","acinar","acinar",1
"947","acinar","acinar",1
"948","acinar","acinar",1
"949","acinar","acinar",1
"950","acinar","acinar",1
"951","acinar","acinar",1
"952","acinar","acinar",1
"953","acinar","acinar",1
"954","acinar","acinar",1
"955","acinar","acinar",1
"956","delta","delta",1
"957","acinar","acinar",1
"958","acinar","acinar",1
"959","alpha","alpha",1
"960","acinar","acinar",1
"961","acinar","acinar",1
"962","alpha","alpha",1
"963","acinar","acinar",1
"964","acinar","acinar",1
"965","ductal","ductal",1
"966","acinar","acinar",1
"967","acinar","acinar",1
"968","beta","beta",1
"969","beta","beta",1
"970","acinar","acinar",1
"971","acinar","acinar",1
"972","alpha","alpha",1
"973","delta","delta",1
"974","ductal","ductal",1
"975","acinar","acinar",1
"976","acinar","acinar",1
"977","acinar","acinar",1
"978","beta","beta",1
"979","acinar","acinar",1
"980","acinar","acinar",1
"981","ductal","ductal",1
"982","acinar","acinar",1
"983","acinar","acinar",1
"984","beta","beta",1
"985","ductal","ductal",1
"986","alpha","alpha",1
"987","ductal","ductal",1
"988","beta","beta",1
"989","alpha","alpha",1
"990","alpha","alpha",1
"991","acinar","acinar",1
"992","delta","delta",1
"993","ductal","ductal",1
"994","ductal","ductal",1
"995","alpha","alpha",1
"996","ductal","ductal",1
"997","beta","beta",1
"998","ductal","ductal",1
"999","beta","beta",1
"1000","beta","beta",1
"1001","beta","beta",1
"1002","beta","beta",1
"1003","activated_stellate","activated_stellate",1
"1004","alpha","alpha",1
"1005","alpha","alpha",1
"1006","ductal","ductal",1
"1007","beta","beta",1
"1008","alpha","alpha",1
"1009","beta","beta",1
"1010","alpha","alpha",1
"1011","ductal","ductal",1
"1012","acinar","acinar",1
"1013","acinar","acinar",1
"1014","alpha","alpha",1
"1015","alpha","alpha",1
"1016","alpha","alpha",1
"1017","beta","beta",1
"1018","alpha","alpha",1
"1019","alpha","alpha",1
"1020","beta","beta",1
"1021","activated_stellate","activated_stellate",1
"1022","beta","beta",1
"1023","beta","beta",1
"1024","alpha","alpha",1
"1025","acinar","acinar",1
"1026","alpha","alpha",1
"1027","acinar","acinar",1
"1028","activated_stellate","activated_stellate",1
"1029","alpha","alpha",1
"1030","acinar","acinar",1
"1031","alpha","alpha",1
"1032","beta","beta",1
"1033","ductal","ductal",1
"1034","ductal","ductal",1
"1035","alpha","alpha",1
"1036","beta","beta",1
"1037","alpha","alpha",1
"1038","alpha","alpha",1
"1039","alpha","alpha",1
"1040","beta","beta",1
"1041","alpha","alpha",1
"1042","alpha","alpha",1
"1043","alpha","alpha",1
"1044","ductal","ductal",1
"1045","alpha","alpha",1
"1046","alpha","alpha",1
"1047","alpha","alpha",1
"1048","activated_stellate","quiescent_stellate",1
"1049","ductal","ductal",1
"1050","beta","beta",1
"1051","beta","beta",1
"1052","alpha","alpha",1
"1053","alpha","alpha",1
"1054","acinar","acinar",1
"1055","mast","mast",1
"1056","alpha","alpha",1
"1057","alpha","alpha",1
"1058","acinar","acinar",1
"1059","alpha","alpha",1
"1060","ductal","ductal",1
"1061","ductal","ductal",1
"1062","ductal","ductal",1
"1063","alpha","alpha",1
"1064","ductal","ductal",1
"1065","acinar","acinar",1
"1066","ductal","ductal",1
"1067","activated_stellate","activated_stellate",1
"1068","alpha","alpha",1
"1069","beta","beta",1
"1070","alpha","alpha",1
"1071","ductal","ductal",1
"1072","ductal","ductal",1
"1073","alpha","alpha",1
"1074","beta","beta",1
"1075","beta","beta",1
"1076","acinar","acinar",1
"1077","acinar","acinar",1
"1078","alpha","alpha",1
"1079","alpha","alpha",1
"1080","alpha","alpha",1
"1081","alpha","alpha",1
"1082","beta","beta",1
"1083","beta","beta",1
