,pred,true_label,fold
267,delta,delta,1
268,delta,delta,1
269,beta,beta,1
270,beta,beta,1
271,delta,delta,1
272,beta,beta,1
273,ductal,ductal,1
274,beta,beta,1
275,beta,beta,1
276,beta,beta,1
277,delta,delta,1
278,beta,beta,1
279,activated_stellate,activated_stellate,1
280,beta,beta,1
281,acinar,acinar,1
282,beta,beta,1
283,beta,beta,1
284,alpha,alpha,1
285,beta,beta,1
286,gamma,gamma,1
287,delta,quiescent_stellate,1
288,beta,beta,1
289,ductal,ductal,1
290,alpha,alpha,1
291,quiescent_stellate,quiescent_stellate,1
292,ductal,ductal,1
293,beta,beta,1
294,beta,beta,1
295,beta,beta,1
296,beta,beta,1
297,beta,beta,1
298,alpha,alpha,1
299,delta,delta,1
300,activated_stellate,activated_stellate,1
301,alpha,alpha,1
302,delta,delta,1
303,activated_stellate,activated_stellate,1
304,beta,beta,1
305,beta,beta,1
306,alpha,alpha,1
307,beta,beta,1
308,beta,beta,1
309,ductal,ductal,1
310,alpha,alpha,1
311,beta,beta,1
312,delta,delta,1
313,beta,beta,1
314,alpha,alpha,1
315,beta,beta,1
316,beta,beta,1
317,gamma,gamma,1
318,alpha,alpha,1
319,alpha,alpha,1
320,beta,beta,1
321,beta,beta,1
322,alpha,alpha,1
323,beta,beta,1
324,delta,delta,1
325,alpha,alpha,1
326,ductal,ductal,1
327,beta,beta,1
328,beta,beta,1
329,acinar,acinar,1
330,alpha,alpha,1
331,beta,beta,1
332,acinar,acinar,1
333,alpha,alpha,1
334,alpha,alpha,1
335,beta,beta,1
336,alpha,alpha,1
337,endothelial,endothelial,1
338,beta,beta,1
339,beta,beta,1
340,alpha,alpha,1
341,delta,delta,1
342,beta,beta,1
343,endothelial,endothelial,1
344,mast,mast,1
345,endothelial,endothelial,1
346,endothelial,endothelial,1
347,quiescent_stellate,quiescent_stellate,1
348,endothelial,endothelial,1
349,quiescent_stellate,quiescent_stellate,1
350,beta,beta,1
351,beta,beta,1
352,beta,beta,1
353,beta,beta,1
354,quiescent_stellate,quiescent_stellate,1
355,beta,beta,1
356,quiescent_stellate,quiescent_stellate,1
357,endothelial,endothelial,1
358,epsilon,epsilon,1
359,beta,beta,1
360,ductal,ductal,1
361,beta,beta,1
362,beta,beta,1
363,endothelial,endothelial,1
364,quiescent_stellate,quiescent_stellate,1
365,beta,beta,1
366,quiescent_stellate,quiescent_stellate,1
367,beta,beta,1
368,beta,beta,1
369,beta,beta,1
370,alpha,alpha,1
371,beta,beta,1
372,beta,beta,1
373,endothelial,endothelial,1
374,beta,beta,1
375,endothelial,endothelial,1
376,alpha,alpha,1
377,alpha,alpha,1
378,quiescent_stellate,quiescent_stellate,1
379,epsilon,epsilon,1
380,beta,beta,1
381,beta,beta,1
382,beta,beta,1
383,beta,beta,1
384,beta,beta,1
385,quiescent_stellate,quiescent_stellate,1
386,beta,beta,1
387,beta,beta,1
388,beta,beta,1
389,beta,beta,1
390,quiescent_stellate,quiescent_stellate,1
391,delta,delta,1
392,delta,delta,1
393,delta,delta,1
394,delta,delta,1
395,ductal,ductal,1
396,delta,delta,1
397,alpha,alpha,1
398,alpha,alpha,1
399,delta,delta,1
400,ductal,ductal,1
401,ductal,ductal,1
402,ductal,ductal,1
403,delta,delta,1
404,macrophage,macrophage,1
405,delta,delta,1
406,alpha,alpha,1
407,activated_stellate,activated_stellate,1
408,delta,delta,1
409,alpha,alpha,1
410,activated_stellate,activated_stellate,1
411,beta,beta,1
412,beta,beta,1
413,ductal,ductal,1
414,alpha,alpha,1
415,alpha,alpha,1
416,beta,beta,1
417,ductal,ductal,1
418,alpha,alpha,1
419,alpha,alpha,1
420,beta,beta,1
421,delta,delta,1
422,beta,beta,1
423,ductal,ductal,1
424,alpha,alpha,1
425,beta,beta,1
426,beta,beta,1
427,delta,delta,1
428,beta,beta,1
429,alpha,alpha,1
430,alpha,alpha,1
431,alpha,alpha,1
432,alpha,alpha,1
433,ductal,ductal,1
434,alpha,alpha,1
435,alpha,alpha,1
436,ductal,ductal,1
437,alpha,alpha,1
438,alpha,alpha,1
439,alpha,alpha,1
440,ductal,ductal,1
441,beta,beta,1
442,gamma,gamma,1
443,ductal,ductal,1
444,alpha,alpha,1
445,delta,delta,1
446,beta,beta,1
447,beta,beta,1
448,endothelial,endothelial,1
449,beta,beta,1
450,activated_stellate,activated_stellate,1
451,beta,beta,1
452,alpha,alpha,1
453,beta,beta,1
454,gamma,gamma,1
455,gamma,gamma,1
456,beta,beta,1
457,beta,beta,1
458,delta,delta,1
459,alpha,alpha,1
460,beta,beta,1
461,delta,delta,1
462,delta,delta,1
463,ductal,ductal,1
464,ductal,ductal,1
465,ductal,ductal,1
466,alpha,alpha,1
467,alpha,alpha,1
468,ductal,ductal,1
469,alpha,alpha,1
470,beta,beta,1
471,ductal,ductal,1
472,alpha,alpha,1
473,endothelial,endothelial,1
474,alpha,alpha,1
475,ductal,ductal,1
476,activated_stellate,activated_stellate,1
477,beta,beta,1
478,alpha,alpha,1
479,ductal,ductal,1
480,gamma,gamma,1
481,alpha,alpha,1
482,endothelial,endothelial,1
483,alpha,alpha,1
484,ductal,ductal,1
485,gamma,gamma,1
486,beta,beta,1
487,ductal,ductal,1
488,alpha,alpha,1
489,alpha,alpha,1
490,alpha,alpha,1
491,ductal,ductal,1
492,alpha,alpha,1
493,alpha,alpha,1
494,ductal,ductal,1
495,delta,delta,1
496,gamma,gamma,1
497,activated_stellate,activated_stellate,1
498,gamma,gamma,1
499,alpha,alpha,1
500,alpha,alpha,1
501,alpha,alpha,1
502,alpha,alpha,1
503,alpha,alpha,1
504,alpha,alpha,1
505,beta,beta,1
506,alpha,alpha,1
507,beta,beta,1
508,quiescent_stellate,quiescent_stellate,1
509,ductal,ductal,1
510,ductal,ductal,1
511,beta,beta,1
512,alpha,alpha,1
513,alpha,alpha,1
514,delta,delta,1
515,delta,delta,1
516,beta,activated_stellate,1
517,beta,beta,1
518,delta,delta,1
519,ductal,ductal,1
520,alpha,alpha,1
521,delta,delta,1
522,alpha,alpha,1
523,alpha,alpha,1
524,activated_stellate,activated_stellate,1
525,alpha,alpha,1
526,alpha,alpha,1
527,beta,beta,1
528,ductal,ductal,1
529,ductal,ductal,1
530,alpha,alpha,1
531,beta,beta,1
532,beta,beta,1
533,alpha,alpha,1
534,ductal,ductal,1
535,ductal,ductal,1
536,beta,beta,1
537,beta,beta,1
538,beta,beta,1
539,alpha,alpha,1
540,alpha,alpha,1
541,beta,beta,1
542,alpha,alpha,1
543,alpha,alpha,1
544,activated_stellate,activated_stellate,1
545,alpha,alpha,1
546,alpha,alpha,1
547,beta,beta,1
548,activated_stellate,activated_stellate,1
549,macrophage,macrophage,1
550,beta,beta,1
551,alpha,alpha,1
552,ductal,ductal,1
553,delta,delta,1
554,ductal,ductal,1
555,delta,delta,1
556,beta,beta,1
557,macrophage,macrophage,1
558,activated_stellate,activated_stellate,1
559,beta,beta,1
560,ductal,ductal,1
561,beta,beta,1
562,delta,delta,1
563,ductal,ductal,1
564,alpha,alpha,1
565,delta,delta,1
566,beta,beta,1
567,gamma,gamma,1
568,ductal,ductal,1
569,beta,beta,1
570,alpha,alpha,1
571,activated_stellate,activated_stellate,1
572,alpha,alpha,1
573,ductal,ductal,1
574,alpha,alpha,1
575,ductal,ductal,1
576,beta,beta,1
577,delta,delta,1
578,alpha,alpha,1
579,beta,beta,1
580,alpha,alpha,1
581,ductal,ductal,1
582,beta,beta,1
583,ductal,ductal,1
584,beta,beta,1
585,alpha,alpha,1
586,alpha,alpha,1
587,activated_stellate,activated_stellate,1
588,alpha,alpha,1
589,delta,delta,1
590,alpha,alpha,1
591,alpha,alpha,1
592,alpha,alpha,1
593,alpha,alpha,1
594,alpha,alpha,1
595,alpha,alpha,1
596,alpha,alpha,1
597,gamma,gamma,1
598,alpha,alpha,1
599,alpha,alpha,1
600,macrophage,macrophage,1
601,alpha,alpha,1
602,alpha,alpha,1
603,ductal,ductal,1
604,ductal,ductal,1
605,beta,beta,1
606,endothelial,endothelial,1
607,alpha,alpha,1
608,alpha,alpha,1
609,ductal,ductal,1
610,beta,beta,1
611,activated_stellate,activated_stellate,1
612,alpha,alpha,1
613,alpha,alpha,1
614,alpha,alpha,1
615,beta,beta,1
616,beta,beta,1
617,alpha,alpha,1
618,alpha,alpha,1
619,gamma,gamma,1
620,delta,delta,1
621,beta,beta,1
622,alpha,alpha,1
623,gamma,gamma,1
624,alpha,alpha,1
625,beta,beta,1
626,beta,beta,1
627,alpha,alpha,1
628,alpha,alpha,1
629,alpha,alpha,1
630,endothelial,endothelial,1
631,alpha,alpha,1
632,alpha,alpha,1
633,alpha,alpha,1
634,alpha,alpha,1
635,alpha,alpha,1
636,alpha,alpha,1
637,alpha,alpha,1
638,alpha,alpha,1
639,beta,beta,1
640,mast,mast,1
641,ductal,ductal,1
642,alpha,alpha,1
643,beta,beta,1
644,gamma,gamma,1
645,gamma,gamma,1
646,alpha,alpha,1
647,alpha,alpha,1
648,alpha,alpha,1
649,alpha,alpha,1
650,gamma,gamma,1
651,alpha,alpha,1
652,beta,beta,1
653,alpha,alpha,1
654,ductal,ductal,1
655,beta,beta,1
656,schwann,schwann,1
657,gamma,gamma,1
658,ductal,ductal,1
659,t_cell,t_cell,1
660,beta,beta,1
661,beta,beta,1
662,alpha,alpha,1
663,alpha,alpha,1
664,beta,beta,1
665,alpha,alpha,1
666,alpha,alpha,1
667,beta,beta,1
668,alpha,alpha,1
669,ductal,ductal,1
670,delta,delta,1
671,delta,delta,1
672,alpha,alpha,1
673,alpha,alpha,1
674,delta,delta,1
675,alpha,activated_stellate,1
676,alpha,alpha,1
677,alpha,alpha,1
678,macrophage,macrophage,1
679,beta,beta,1
680,delta,delta,1
681,ductal,ductal,1
682,ductal,ductal,1
683,alpha,alpha,1
684,beta,beta,1
685,activated_stellate,quiescent_stellate,1
686,beta,quiescent_stellate,1
687,beta,beta,1
688,ductal,ductal,1
689,ductal,ductal,1
690,alpha,alpha,1
691,ductal,ductal,1
692,alpha,alpha,1
693,alpha,alpha,1
694,alpha,alpha,1
695,alpha,alpha,1
696,activated_stellate,activated_stellate,1
697,ductal,ductal,1
698,alpha,alpha,1
699,ductal,ductal,1
700,beta,beta,1
701,alpha,alpha,1
702,alpha,alpha,1
703,quiescent_stellate,quiescent_stellate,1
704,alpha,alpha,1
705,beta,beta,1
706,ductal,ductal,1
707,activated_stellate,activated_stellate,1
708,beta,beta,1
709,delta,delta,1
710,alpha,alpha,1
711,gamma,gamma,1
712,alpha,alpha,1
713,ductal,ductal,1
714,alpha,alpha,1
715,alpha,alpha,1
716,beta,beta,1
717,alpha,alpha,1
718,alpha,alpha,1
719,beta,beta,1
720,alpha,alpha,1
721,ductal,ductal,1
722,alpha,alpha,1
723,beta,beta,1
724,alpha,alpha,1
725,alpha,alpha,1
726,delta,delta,1
727,alpha,alpha,1
728,alpha,alpha,1
729,gamma,gamma,1
730,alpha,alpha,1
731,delta,delta,1
732,endothelial,endothelial,1
733,delta,delta,1
734,gamma,gamma,1
735,beta,beta,1
736,alpha,alpha,1
737,beta,beta,1
738,alpha,alpha,1
739,alpha,alpha,1
740,gamma,gamma,1
741,alpha,quiescent_stellate,1
742,alpha,alpha,1
743,beta,beta,1
744,alpha,alpha,1
745,gamma,gamma,1
746,endothelial,endothelial,1
747,gamma,gamma,1
748,gamma,gamma,1
749,beta,beta,1
750,alpha,alpha,1
751,gamma,gamma,1
752,alpha,alpha,1
753,alpha,alpha,1
754,beta,beta,1
755,alpha,alpha,1
756,ductal,ductal,1
757,alpha,alpha,1
758,activated_stellate,activated_stellate,1
759,ductal,ductal,1
760,endothelial,endothelial,1
761,beta,beta,1
762,gamma,gamma,1
763,alpha,alpha,1
764,alpha,alpha,1
765,activated_stellate,activated_stellate,1
766,mast,mast,1
767,gamma,activated_stellate,1
768,alpha,alpha,1
769,ductal,ductal,1
770,beta,beta,1
771,acinar,acinar,1
772,acinar,acinar,1
773,acinar,acinar,1
774,acinar,acinar,1
775,acinar,acinar,1
776,acinar,acinar,1
777,acinar,acinar,1
778,ductal,ductal,1
779,acinar,acinar,1
780,alpha,alpha,1
781,acinar,acinar,1
782,acinar,acinar,1
783,beta,beta,1
784,acinar,acinar,1
785,delta,delta,1
786,acinar,acinar,1
787,acinar,acinar,1
788,alpha,alpha,1
789,acinar,acinar,1
790,acinar,acinar,1
791,delta,delta,1
792,beta,beta,1
793,alpha,alpha,1
794,acinar,acinar,1
795,acinar,acinar,1
796,beta,beta,1
797,alpha,alpha,1
798,beta,beta,1
799,acinar,acinar,1
800,alpha,alpha,1
801,delta,delta,1
802,acinar,acinar,1
803,acinar,acinar,1
804,acinar,acinar,1
805,beta,beta,1
806,beta,beta,1
807,acinar,acinar,1
808,ductal,ductal,1
809,activated_stellate,activated_stellate,1
810,alpha,alpha,1
811,acinar,acinar,1
812,alpha,alpha,1
813,acinar,acinar,1
814,alpha,alpha,1
815,alpha,alpha,1
816,alpha,alpha,1
817,beta,beta,1
818,ductal,ductal,1
819,delta,delta,1
820,alpha,alpha,1
821,acinar,acinar,1
822,beta,beta,1
823,ductal,ductal,1
824,quiescent_stellate,quiescent_stellate,1
825,alpha,alpha,1
826,ductal,ductal,1
827,ductal,ductal,1
828,beta,beta,1
829,alpha,alpha,1
830,alpha,alpha,1
831,alpha,alpha,1
832,beta,beta,1
833,alpha,alpha,1
834,activated_stellate,activated_stellate,1
835,delta,delta,1
836,alpha,alpha,1
837,alpha,alpha,1
838,beta,beta,1
839,alpha,alpha,1
840,alpha,alpha,1
841,alpha,alpha,1
842,alpha,alpha,1
843,beta,beta,1
844,delta,delta,1
845,alpha,alpha,1
846,ductal,ductal,1
847,acinar,acinar,1
848,alpha,alpha,1
849,alpha,alpha,1
850,activated_stellate,activated_stellate,1
851,acinar,acinar,1
852,alpha,alpha,1
853,delta,delta,1
854,alpha,alpha,1
855,alpha,alpha,1
856,gamma,gamma,1
857,activated_stellate,activated_stellate,1
858,alpha,beta,1
859,alpha,alpha,1
860,beta,beta,1
861,ductal,ductal,1
862,alpha,alpha,1
863,delta,delta,1
864,ductal,ductal,1
865,delta,delta,1
866,delta,delta,1
867,alpha,alpha,1
868,ductal,ductal,1
869,alpha,alpha,1
870,alpha,alpha,1
871,ductal,ductal,1
872,quiescent_stellate,quiescent_stellate,1
873,beta,beta,1
874,acinar,acinar,1
875,alpha,alpha,1
876,alpha,alpha,1
877,acinar,acinar,1
878,ductal,ductal,1
879,ductal,ductal,1
880,alpha,alpha,1
881,alpha,alpha,1
882,activated_stellate,activated_stellate,1
883,alpha,alpha,1
884,alpha,alpha,1
885,alpha,alpha,1
886,alpha,alpha,1
887,activated_stellate,activated_stellate,1
888,acinar,acinar,1
889,ductal,ductal,1
890,endothelial,endothelial,1
891,alpha,alpha,1
892,beta,beta,1
893,endothelial,endothelial,1
894,alpha,alpha,1
895,activated_stellate,activated_stellate,1
896,beta,beta,1
897,beta,beta,1
898,beta,beta,1
899,ductal,ductal,1
900,acinar,acinar,1
901,alpha,alpha,1
902,quiescent_stellate,quiescent_stellate,1
903,alpha,alpha,1
904,ductal,ductal,1
905,alpha,alpha,1
906,endothelial,endothelial,1
907,beta,beta,1
908,alpha,alpha,1
909,beta,beta,1
910,endothelial,endothelial,1
911,endothelial,endothelial,1
912,alpha,alpha,1
913,alpha,alpha,1
914,endothelial,endothelial,1
915,alpha,alpha,1
916,alpha,alpha,1
917,beta,beta,1
918,beta,beta,1
919,alpha,alpha,1
920,beta,beta,1
921,gamma,gamma,1
922,ductal,ductal,1
923,quiescent_stellate,quiescent_stellate,1
924,alpha,alpha,1
925,beta,beta,1
926,endothelial,endothelial,1
927,beta,beta,1
928,quiescent_stellate,quiescent_stellate,1
929,acinar,acinar,1
930,acinar,acinar,1
931,acinar,acinar,1
932,acinar,acinar,1
933,acinar,acinar,1
934,acinar,acinar,1
935,acinar,acinar,1
936,acinar,acinar,1
937,acinar,acinar,1
938,acinar,acinar,1
939,acinar,acinar,1
940,acinar,acinar,1
941,acinar,acinar,1
942,acinar,acinar,1
943,acinar,acinar,1
944,acinar,acinar,1
945,acinar,acinar,1
946,acinar,acinar,1
947,acinar,acinar,1
948,acinar,acinar,1
949,acinar,acinar,1
950,acinar,acinar,1
951,acinar,acinar,1
952,acinar,acinar,1
953,acinar,acinar,1
954,acinar,acinar,1
955,delta,delta,1
956,acinar,acinar,1
957,acinar,acinar,1
958,alpha,alpha,1
959,acinar,acinar,1
960,acinar,acinar,1
961,alpha,alpha,1
962,acinar,acinar,1
963,acinar,acinar,1
964,ductal,ductal,1
965,acinar,acinar,1
966,acinar,acinar,1
967,beta,beta,1
968,beta,beta,1
969,acinar,acinar,1
970,acinar,acinar,1
971,alpha,alpha,1
972,delta,delta,1
973,ductal,ductal,1
974,acinar,acinar,1
975,acinar,acinar,1
976,acinar,acinar,1
977,beta,beta,1
978,acinar,acinar,1
979,acinar,acinar,1
980,ductal,ductal,1
981,acinar,acinar,1
982,acinar,acinar,1
983,beta,beta,1
984,ductal,ductal,1
985,alpha,alpha,1
986,ductal,ductal,1
987,beta,beta,1
988,alpha,alpha,1
989,alpha,alpha,1
990,acinar,acinar,1
991,delta,delta,1
992,ductal,ductal,1
993,ductal,ductal,1
994,alpha,alpha,1
995,ductal,ductal,1
996,beta,beta,1
997,ductal,ductal,1
998,beta,beta,1
999,beta,beta,1
1000,beta,beta,1
1001,beta,beta,1
1002,activated_stellate,activated_stellate,1
1003,alpha,alpha,1
1004,alpha,alpha,1
1005,ductal,ductal,1
1006,beta,beta,1
1007,alpha,alpha,1
1008,beta,beta,1
1009,alpha,alpha,1
1010,ductal,ductal,1
1011,acinar,acinar,1
1012,acinar,acinar,1
1013,alpha,alpha,1
1014,alpha,alpha,1
1015,alpha,alpha,1
1016,beta,beta,1
1017,alpha,alpha,1
1018,alpha,alpha,1
1019,beta,beta,1
1020,activated_stellate,activated_stellate,1
1021,beta,beta,1
1022,beta,beta,1
1023,alpha,alpha,1
1024,acinar,acinar,1
1025,alpha,alpha,1
1026,acinar,acinar,1
1027,activated_stellate,activated_stellate,1
1028,alpha,alpha,1
1029,acinar,acinar,1
1030,alpha,alpha,1
1031,beta,beta,1
1032,ductal,ductal,1
1033,ductal,ductal,1
1034,alpha,alpha,1
1035,beta,beta,1
1036,alpha,alpha,1
1037,alpha,alpha,1
1038,alpha,alpha,1
1039,beta,beta,1
1040,alpha,alpha,1
1041,alpha,alpha,1
1042,alpha,alpha,1
1043,ductal,ductal,1
1044,alpha,alpha,1
1045,alpha,alpha,1
1046,alpha,alpha,1
1047,activated_stellate,quiescent_stellate,1
1048,ductal,ductal,1
1049,beta,beta,1
1050,beta,beta,1
1051,alpha,alpha,1
1052,alpha,alpha,1
1053,acinar,acinar,1
1054,mast,mast,1
1055,alpha,alpha,1
1056,alpha,alpha,1
1057,acinar,acinar,1
1058,alpha,alpha,1
1059,ductal,ductal,1
1060,ductal,ductal,1
1061,ductal,ductal,1
1062,alpha,alpha,1
1063,ductal,ductal,1
1064,acinar,acinar,1
1065,ductal,ductal,1
1066,activated_stellate,activated_stellate,1
1067,alpha,alpha,1
1068,beta,beta,1
1069,alpha,alpha,1
1070,ductal,ductal,1
1071,ductal,ductal,1
1072,alpha,alpha,1
1073,beta,beta,1
1074,beta,beta,1
1075,acinar,acinar,1
1076,acinar,acinar,1
1077,alpha,alpha,1
1078,alpha,alpha,1
1079,alpha,alpha,1
1080,alpha,alpha,1
1081,beta,beta,1
1082,beta,beta,1
1083,alpha,alpha,1
1084,beta,beta,1
1085,quiescent_stellate,quiescent_stellate,1
1086,ductal,ductal,1
1087,delta,beta,1
1088,acinar,acinar,1
1089,alpha,alpha,1
1090,alpha,alpha,1
1091,beta,beta,1
1092,ductal,ductal,1
1093,alpha,alpha,1
1094,beta,beta,1
1095,acinar,acinar,1
1096,acinar,acinar,1
1097,acinar,acinar,1
1098,acinar,acinar,1
1099,acinar,acinar,1
1100,acinar,acinar,1
1101,acinar,acinar,1
1102,acinar,acinar,1
1103,acinar,acinar,1
1104,acinar,acinar,1
1105,acinar,acinar,1
1106,acinar,acinar,1
1107,acinar,acinar,1
1108,acinar,acinar,1
1109,acinar,acinar,1
1110,acinar,acinar,1
1111,acinar,acinar,1
1112,acinar,acinar,1
1113,acinar,acinar,1
1114,acinar,acinar,1
1115,acinar,acinar,1
1116,acinar,acinar,1
1117,acinar,acinar,1
1118,alpha,alpha,1
1119,delta,delta,1
1120,alpha,alpha,1
1121,acinar,acinar,1
1122,alpha,alpha,1
1123,alpha,alpha,1
1124,acinar,acinar,1
1125,beta,beta,1
1126,alpha,alpha,1
1127,activated_stellate,activated_stellate,1
1128,delta,delta,1
1129,acinar,acinar,1
1130,acinar,acinar,1
1131,acinar,acinar,1
1132,activated_stellate,activated_stellate,1
1133,acinar,acinar,1
1134,beta,beta,1
1135,alpha,alpha,1
1136,acinar,acinar,1
1137,acinar,acinar,1
1138,acinar,acinar,1
1139,beta,beta,1
1140,beta,beta,1
1141,acinar,acinar,1
1142,beta,beta,1
1143,acinar,acinar,1
1144,endothelial,endothelial,1
1145,beta,beta,1
1146,beta,beta,1
1147,gamma,gamma,1
1148,beta,beta,1
1149,beta,beta,1
1150,ductal,ductal,1
1151,acinar,acinar,1
1152,beta,beta,1
1153,beta,beta,1
1154,beta,beta,1
1155,acinar,acinar,1
1156,endothelial,endothelial,1
1157,acinar,acinar,1
1158,ductal,ductal,1
1159,ductal,ductal,1
1160,beta,beta,1
1161,macrophage,macrophage,1
1162,alpha,alpha,1
1163,delta,delta,1
1164,ductal,ductal,1
1165,ductal,ductal,1
1166,ductal,ductal,1
1167,ductal,ductal,1
1168,beta,beta,1
1169,alpha,alpha,1
